layer,channel,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,perf,phi
features.6.conv.1.0,14,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,2.734026338657713e-08,9.010951984578242e-09
features.6.conv.1.0,15,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,1.5612716453006218e-08,6.330072910287754e-09
features.6.conv.1.0,16,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,3.8973531957253726e-08,2.455994518868465e-09
features.6.conv.1.0,17,0.827492596248766,0.8269496544916091,-0.0005429417571569672,0.0005429417571569672,5.512841383392698e-08,4.299633094007049e-09
features.6.conv.1.0,18,0.827492596248766,0.8284304047384008,0.0009378084896347616,0.0009378084896347616,7.620274411479501e-10,8.624997605011232e-08
features.6.conv.1.0,19,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,6.673892727349084e-08,4.526830910123181e-09
features.6.conv.1.0,20,0.827492596248766,0.8269496544916091,-0.0005429417571569672,0.0005429417571569672,5.134743332746439e-07,9.755431129576664e-09
features.6.conv.1.0,21,0.827492596248766,0.8265547877591313,-0.0009378084896347616,0.0009378084896347616,5.8158725835255616e-08,2.1271331362981982e-09
features.6.conv.1.0,22,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.2877974242542224e-08,2.476804539242039e-09
features.6.conv.1.0,23,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,7.528969092618355e-08,7.37140082307519e-09
features.6.conv.1.0,24,0.827492596248766,0.8269990128331688,-0.000493583415597243,0.000493583415597243,2.2355072459845363e-08,7.653843669963577e-10
features.6.conv.1.0,25,0.827492596248766,0.8282329713721619,0.0007403751233958644,0.0007403751233958644,1.3299001011546352e-07,3.654712088518863e-08
features.6.conv.1.0,26,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,2.0020055058189712e-10,3.445021334869125e-08
features.6.conv.1.0,27,0.827492596248766,0.8260118460019743,-0.0014807502467917288,0.0014807502467917288,5.780763956408919e-08,1.2340814592448623e-08
features.6.conv.1.0,28,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,9.712444182241597e-08,2.7163583382616707e-08
features.6.conv.1.0,29,0.827492596248766,0.812142152023692,-0.015350444225074034,0.015350444225074034,3.2417861461908615e-07,8.61631690440845e-08
features.6.conv.1.0,30,0.827492596248766,0.8252221125370187,-0.0022704837117473176,0.0022704837117473176,1.2700690499301002e-09,8.554972907859337e-08
features.6.conv.1.0,31,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,9.046131310697093e-08,3.561492656345422e-09
features.6.conv.1.0,32,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,1.496604937756274e-07,7.778877098019166e-09
features.6.conv.1.0,33,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,9.404762524312103e-10,7.664431223020075e-08
features.6.conv.1.0,34,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,5.253835411167529e-07,1.5805788677880628e-08
features.6.conv.1.0,35,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,6.95645185899707e-09,1.1734807792151969e-08
features.6.conv.1.0,36,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,8.988288868749805e-08,3.417113925152648e-09
features.6.conv.1.0,37,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,1.6794567514466507e-08,6.32658858634727e-09
features.6.conv.1.0,38,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,1.4160583816646975e-09,5.764261956642258e-08
features.6.conv.1.0,39,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,6.53926264249094e-08,5.183931950369924e-09
features.6.conv.1.0,40,0.827492596248766,0.826604146100691,-0.0008884501480750373,0.0008884501480750373,9.628845276665745e-09,4.206724746325108e-09
features.6.conv.1.0,41,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,8.716282451359804e-08,3.583562779851945e-09
features.6.conv.1.0,42,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,3.086778974648041e-07,1.9525682404264444e-08
features.6.conv.1.0,43,0.827492596248766,0.8279861796643633,0.000493583415597243,0.000493583415597243,4.0824136249284493e-07,1.8606719498492905e-09
features.6.conv.1.0,44,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,4.9311510430527505e-09,2.4284942057306583e-08
features.6.conv.1.0,45,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,2.4356014427517886e-10,5.7213213722207e-08
features.6.conv.1.0,46,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.3976155344153085e-07,8.763427317148853e-09
features.6.conv.1.0,47,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,5.0845642363128725e-08,2.9097477760586803e-09
features.6.conv.1.0,48,0.827492596248766,0.8261105626850938,-0.0013820335636722803,0.0013820335636722803,1.7133650942469103e-08,1.3155221800786876e-08
features.6.conv.1.0,49,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,2.7426292348309292e-08,1.2868297538659592e-08
features.6.conv.1.0,50,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,7.665153844982343e-08,1.1482857331657216e-08
features.6.conv.1.0,51,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,9.907127340724742e-10,2.3772108725950147e-09
features.6.conv.1.0,52,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,1.516273506751986e-08,1.0485381096714265e-07
features.6.conv.1.0,53,0.827492596248766,0.827492596248766,0.0,0.0,1.6058251617323552e-08,1.4773386070032757e-08
features.6.conv.1.0,54,0.827492596248766,0.8263573543928924,-0.0011352418558736588,0.0011352418558736588,3.880312533510733e-07,8.449917210384683e-09
features.6.conv.1.0,55,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,3.5260669051240257e-08,2.936888243709745e-08
features.6.conv.1.0,56,0.827492596248766,0.8258637709772951,-0.0016288252714709017,0.0016288252714709017,9.206932105598753e-09,2.6029896460499916e-08
features.6.conv.1.0,57,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,1.200350538965722e-07,4.175959578134325e-09
features.6.conv.1.0,58,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,1.1297299096213465e-08,2.3105178215132586e-08
features.6.conv.1.0,59,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,2.4671491516414793e-08,1.0204668221547308e-08
features.6.conv.1.0,60,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,5.5592593639630656e-08,2.893921768887253e-09
features.6.conv.1.0,61,0.827492596248766,0.7905231984205331,-0.03696939782823294,0.03696939782823294,1.773772311253197e-07,4.2996646243409486e-08
features.6.conv.1.0,62,0.827492596248766,0.8215202369200395,-0.005972359328726529,0.005972359328726529,5.093792410093556e-08,5.4476998911923153e-08
features.6.conv.1.0,63,0.827492596248766,0.8279861796643633,0.000493583415597243,0.000493583415597243,2.7209956954266093e-08,2.3744687993598745e-08
features.6.conv.1.0,64,0.827492596248766,0.8266535044422507,-0.000839091806515313,0.000839091806515313,6.151326115144683e-10,5.8932062785288515e-08
features.6.conv.1.0,65,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,2.210919802791977e-08,1.6816525061358334e-08
features.6.conv.1.0,66,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,9.354039320896844e-09,4.393352792675387e-09
features.6.conv.1.0,67,0.827492596248766,0.8269496544916091,-0.0005429417571569672,0.0005429417571569672,3.6552501025965967e-09,7.519768985275732e-08
features.6.conv.1.0,68,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,5.397960411990255e-10,4.840303446940197e-08
features.6.conv.1.0,69,0.827492596248766,0.8279861796643633,0.000493583415597243,0.000493583415597243,6.345246106320701e-08,2.480994076847764e-09
features.6.conv.1.0,70,0.827492596248766,0.8264067127344521,-0.0010858835143139345,0.0010858835143139345,1.8021719228045185e-08,8.786857463860542e-09
features.6.conv.1.0,71,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,4.309501377974812e-08,6.904383287320571e-09
features.6.conv.1.0,72,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,1.925864800966792e-08,1.3354198635795456e-08
features.6.conv.1.0,73,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,6.219705994681135e-08,5.899445820745086e-09
features.6.conv.1.0,74,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,3.090780253955927e-08,9.16989151278358e-09
features.6.conv.1.0,75,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,1.125269548651886e-07,1.6725437035347568e-08
features.6.conv.1.0,76,0.827492596248766,0.8263573543928924,-0.0011352418558736588,0.0011352418558736588,2.5512829893159505e-07,1.7093441329052442e-08
features.6.conv.1.0,77,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.1908268815474798e-10,2.448441982494387e-08
features.6.conv.1.0,78,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,8.045272181789187e-08,1.3734247517049882e-08
features.6.conv.1.0,79,0.827492596248766,0.826604146100691,-0.0008884501480750373,0.0008884501480750373,1.0207020295638358e-07,9.966528935478893e-09
features.6.conv.1.0,80,0.827492596248766,0.827492596248766,0.0,0.0,7.895011577829791e-08,2.499664031319071e-09
features.6.conv.1.0,81,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,4.735751701900882e-08,3.0580613596953303e-09
features.6.conv.1.0,82,0.827492596248766,0.828035538005923,0.0005429417571569672,0.0005429417571569672,7.098397247773391e-08,2.2036872326935963e-09
features.6.conv.1.0,83,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,1.9160543374141525e-08,2.491879813604214e-09
features.6.conv.1.0,84,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,1.6868227703525918e-08,1.3677960097879804e-08
features.6.conv.1.0,85,0.827492596248766,0.8282329713721619,0.0007403751233958644,0.0007403751233958644,1.5860507351916906e-09,4.7244288481351766e-08
features.6.conv.1.0,86,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,3.938282144844152e-09,8.202456491801513e-09
features.6.conv.1.0,87,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,4.533806929885032e-08,3.939268022890019e-09
features.6.conv.1.0,88,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,4.6637385509029634e-08,1.2921393732767685e-08
features.6.conv.1.0,89,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,7.202039142839568e-08,6.08090511278192e-09
features.6.conv.1.0,90,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,5.364902833093765e-08,7.037605609383489e-09
features.6.conv.1.0,91,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,5.331925478913036e-08,5.800985469761599e-09
features.6.conv.1.0,92,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,2.648825692119772e-08,3.257634517694896e-08
features.6.conv.1.0,93,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.460646159578971e-09,4.887118265628487e-09
features.6.conv.1.0,94,0.827492596248766,0.8281836130306022,0.0006910167818361401,0.0006910167818361401,5.276017844835224e-08,2.6566841171415945e-08
features.6.conv.1.0,95,0.827492596248766,0.826604146100691,-0.0008884501480750373,0.0008884501480750373,2.4670088194511663e-08,1.707616625878927e-08
features.6.conv.1.0,96,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,5.762445454138288e-08,2.5173612527851222e-08
features.6.conv.1.0,97,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,1.7931730766918008e-08,1.9112325944092845e-08
features.6.conv.1.0,98,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,3.830085404388228e-08,2.3304970397930447e-08
features.6.conv.1.0,99,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,3.353957254148554e-07,7.033677196233157e-09
features.6.conv.1.0,100,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,2.4859639680130385e-08,2.196357584693942e-08
features.6.conv.1.0,101,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,2.8860503320515818e-08,5.113814260937488e-09
features.6.conv.1.0,102,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,9.525330746384952e-09,1.0978535414096768e-08
features.6.conv.1.0,103,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,2.7533129109968964e-09,2.0933195177263997e-09
features.6.conv.1.0,104,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,1.586462445857251e-07,4.933419894825874e-09
features.6.conv.1.0,105,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,3.6169833350641056e-08,1.0592149379817783e-08
features.6.conv.1.0,106,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,3.240453239072849e-08,8.913937143972817e-09
features.6.conv.1.0,107,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,3.1495581254148426e-08,7.986383110392127e-08
features.6.conv.1.0,108,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.9913132476290233e-08,3.878056542561126e-09
features.6.conv.1.0,109,0.827492596248766,0.828035538005923,0.0005429417571569672,0.0005429417571569672,1.3728892156450456e-07,3.625535649476319e-09
features.6.conv.1.0,110,0.827492596248766,0.828035538005923,0.0005429417571569672,0.0005429417571569672,2.355025685574219e-08,8.670633100393843e-09
features.6.conv.1.0,111,0.827492596248766,0.8256169792694965,-0.0018756169792695232,0.0018756169792695232,1.06134256938617e-09,3.1470776207243034e-08
features.6.conv.1.0,112,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,2.0318461579904582e-08,5.2642112891021506e-09
features.6.conv.1.0,113,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,8.819111485536268e-08,2.7606346097996944e-09
features.6.conv.1.0,114,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,5.421474469358145e-08,2.6165015043488893e-08
features.6.conv.1.0,115,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,2.672244647783373e-07,6.7059398034530204e-09
features.6.conv.1.0,116,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.9580214427605827e-07,2.546489685784081e-09
features.6.conv.1.0,117,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,8.12778040426565e-08,1.1411831479790637e-08
features.6.conv.1.0,118,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,4.245496842969487e-09,8.272559526290024e-09
features.6.conv.1.0,119,0.827492596248766,0.8252714708785784,-0.0022211253701875933,0.0022211253701875933,3.263160579081159e-06,8.784027727415379e-08
features.6.conv.1.0,120,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,2.1402918548574237e-07,1.493411261321853e-08
features.6.conv.1.0,121,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,6.41792610167613e-08,4.269988806981928e-09
features.6.conv.1.0,122,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,2.172951596435269e-08,2.8867455981185234e-08
features.6.conv.1.0,123,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,1.454909721587683e-07,5.1373327814019384e-09
features.6.conv.1.0,124,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,2.909021290520286e-08,2.3945760929677813e-09
features.6.conv.1.0,125,0.827492596248766,0.827492596248766,0.0,0.0,3.3081061445727755e-08,1.7725020340364495e-09
features.6.conv.1.0,126,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,4.448649892907497e-09,5.343335018892503e-08
features.6.conv.1.0,127,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,3.229592380193935e-07,8.839634801915963e-09
features.6.conv.1.0,128,0.827492596248766,0.8257650542941757,-0.0017275419545903503,0.0017275419545903503,2.78247624940775e-09,2.50553267022724e-08
features.6.conv.1.0,129,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.65801125717735e-07,2.4749882143737526e-08
features.6.conv.1.0,130,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,2.5820840576784576e-08,1.6021060034177026e-08
features.6.conv.1.0,131,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,2.4112614127602683e-08,8.696842357380774e-09
features.6.conv.1.0,132,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,3.338720588885735e-08,2.3363858403513404e-08
features.6.conv.1.0,133,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,9.453566462980235e-08,3.9438718957285346e-09
features.6.conv.1.0,134,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,5.954230886118239e-09,1.6704213123830414e-08
features.6.conv.1.0,135,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,8.521361394286943e-08,7.007974200945455e-09
features.6.conv.1.0,136,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,7.633142473650879e-08,4.3870449495386765e-09
features.6.conv.1.0,137,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,5.544291781234279e-08,5.017498416748367e-09
features.6.conv.1.0,138,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,3.067873421969125e-08,3.151661154277008e-10
features.6.conv.1.0,139,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,5.5537480392331424e-08,9.431757774791549e-08
features.6.conv.1.0,140,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,4.303544471895293e-07,1.3862615944049141e-08
features.6.conv.1.0,141,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,1.3206508109320223e-09,1.2291031303846012e-08
features.6.conv.1.0,142,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,4.547478482663792e-08,4.387010754669518e-09
features.6.conv.1.0,143,0.827492596248766,0.8206317867719645,-0.006860809476801566,0.006860809476801566,8.043987143047103e-10,4.607942116763297e-08
features.6.conv.1.0,144,0.827492596248766,0.8279861796643633,0.000493583415597243,0.000493583415597243,1.2202439059194605e-08,1.6225969901029202e-08
features.6.conv.1.0,145,0.827492596248766,0.827492596248766,0.0,0.0,1.9066158429836836e-08,9.873154738215817e-09
features.6.conv.1.0,146,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,1.534319409302043e-07,3.1116123011543095e-08
features.6.conv.1.0,147,0.827492596248766,0.8262092793682132,-0.0012833168805528317,0.0012833168805528317,3.6348493104298996e-09,6.895837145748375e-08
features.6.conv.1.0,148,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,1.2055615172812398e-07,1.2658426307154969e-08
features.6.conv.1.0,149,0.827492596248766,0.8264560710760118,-0.0010365251727542102,0.0010365251727542102,4.227675560741773e-07,5.205868625068888e-09
features.6.conv.1.0,150,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,3.7583124168349975e-08,3.678271687235224e-09
features.6.conv.1.0,151,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,1.0725328536409506e-07,2.6047812795582104e-08
features.6.conv.1.0,152,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,3.0299582287618415e-10,5.231212085732295e-08
features.6.conv.1.0,153,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,1.4222298894139841e-08,3.1165636737995332e-09
features.6.conv.1.0,154,0.827492596248766,0.8283316880552813,0.000839091806515313,0.000839091806515313,1.7684456565802978e-07,1.5611878012578018e-08
features.6.conv.1.0,155,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,7.982355332281087e-10,5.759472010424815e-09
features.6.conv.1.0,156,0.827492596248766,0.8249259624876604,-0.0025666337611056633,0.0025666337611056633,3.715168173101801e-09,5.5747054972243866e-08
features.6.conv.1.0,157,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,4.8861895862728495e-08,3.769160983324582e-09
features.6.conv.1.0,158,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,3.3420572975728646e-08,2.3582411579070595e-09
features.6.conv.1.0,159,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,7.150883902795613e-07,7.0965100462672134e-09
features.6.conv.1.0,160,0.827492596248766,0.8283316880552813,0.000839091806515313,0.000839091806515313,2.955930433756748e-08,2.315744751513193e-08
features.6.conv.1.0,161,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,1.618714406959043e-08,3.2431235474916767e-09
features.6.conv.1.0,162,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,1.3100875939642265e-08,2.4268838050289787e-09
features.6.conv.1.0,163,0.827492596248766,0.827492596248766,0.0,0.0,1.3823550082392442e-09,4.9452135719718634e-09
features.6.conv.1.0,164,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,5.840523065181458e-10,4.67834908590703e-08
features.6.conv.1.0,165,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,3.318292840504e-08,8.79802897202353e-09
features.6.conv.1.0,166,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,4.920048013445921e-08,4.7173389638999205e-09
features.6.conv.1.0,167,0.827492596248766,0.827492596248766,0.0,0.0,5.1610548723601823e-08,9.160248559680896e-09
features.6.conv.1.0,168,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,9.068516604315846e-09,2.0853839544088263e-08
features.6.conv.1.0,169,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,8.98670293736359e-08,1.8302154458638146e-08
features.6.conv.1.0,170,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,2.701470158683605e-09,1.2382680436573423e-09
features.6.conv.1.0,171,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,4.285387547042774e-07,1.6805065783387363e-08
features.6.conv.1.0,172,0.827492596248766,0.8259624876604146,-0.0015301085883514531,0.0015301085883514531,7.108143518230746e-10,9.074651785567769e-08
features.6.conv.1.0,173,0.827492596248766,0.8279861796643633,0.000493583415597243,0.000493583415597243,7.70828378904298e-09,9.170130432778478e-09
features.6.conv.1.0,174,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,2.7189278384298632e-08,1.2258344561644208e-08
features.6.conv.1.0,175,0.827492596248766,0.8283316880552813,0.000839091806515313,0.000839091806515313,3.6594023811176164e-08,1.21611005710065e-08
features.6.conv.1.0,176,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,1.7332324020458145e-08,2.602196014223068e-09
features.6.conv.1.0,177,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,1.1275733236004726e-08,8.356553671262645e-09
features.6.conv.1.0,178,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,1.4441763340755642e-08,7.091153886307211e-09
features.6.conv.1.0,179,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.0156688823315108e-09,5.393092905592312e-08
features.6.conv.1.0,180,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,4.6248079144106675e-08,1.2178946739993536e-08
features.6.conv.1.0,181,0.827492596248766,0.827492596248766,0.0,0.0,1.2830184914491838e-07,1.298306386843251e-07
features.6.conv.1.0,182,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,1.1796212007197935e-08,3.926808211929256e-09
features.6.conv.1.0,183,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,9.153104940651248e-09,9.66765334453612e-09
features.6.conv.1.0,184,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,2.0433366110239604e-09,3.767015854805322e-08
features.6.conv.1.0,185,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,1.0708967934647262e-08,4.154829369440449e-08
features.6.conv.1.0,186,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,2.2958767331715532e-08,4.137034892437441e-08
features.6.conv.1.0,187,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,8.472203205656116e-08,5.305448080861197e-09
features.6.conv.1.0,188,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,1.495019574804246e-08,3.9686831598828576e-09
features.6.conv.1.0,189,0.827492596248766,0.8263573543928924,-0.0011352418558736588,0.0011352418558736588,5.6929067682176544e-08,2.792120090688854e-09
