layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf,perf_conv1_only,perf_unified
features.10.conv.1.0,features.10,0,0.2289326251189245,0.2289326251189245,0.0,0.0,0.827492596248766,0.827492596248766,0.0,0.0,0.0,0.0,0.0,0.0
features.10.conv.1.0,features.10,1,0.2289326251189245,0.2247331928951677,-0.0041994322237567,0.0041994322237567,0.827492596248766,0.8273445212240869,-0.0001480750246791,0.0001480750246791,3.1059514071785095e-08,2.947747379522525e-09,2.947747379522525e-09,4.47684478377397e-09
features.10.conv.1.0,features.10,2,0.2289326251189245,0.2284364200014902,-0.0004962051174343,0.0004962051174343,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,1.4255051361544702e-08,1.903067925468349e-09,1.903067925468349e-09,2.234119667043899e-09
features.10.conv.1.0,features.10,3,0.2289326251189245,0.2294113423845477,0.0004787172656232,0.0004787172656232,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,6.560934195931625e-08,4.3858527920548335e-10,4.3858527920548335e-10,8.104153320642737e-10
features.10.conv.1.0,features.10,4,0.2289326251189245,0.2273965439122585,-0.001536081206666,0.001536081206666,0.827492596248766,0.8277393879565647,0.0002467917077986,0.0002467917077986,1.1983490644240646e-08,7.890469611027129e-09,7.890469611027129e-09,8.48885986504122e-09
features.10.conv.1.0,features.10,5,0.2289326251189245,0.2290024596213475,6.98345024230107e-05,6.98345024230107e-05,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,1.6750853149005707e-08,2.085759120973308e-08,2.085759120973308e-08,2.1697210556004265e-08
features.10.conv.1.0,features.10,6,0.2289326251189245,0.2290701120562217,0.0001374869372972,0.0001374869372972,0.827492596248766,0.827492596248766,0.0,0.0,2.0707821235532723e-08,2.7227926580053463e-09,2.7227926580053463e-09,3.504837475798439e-09
features.10.conv.1.0,features.10,7,0.2289326251189245,0.22654166615255,-0.0023909589663745,0.0023909589663745,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,7.350579522835687e-08,1.6458969298582815e-08,1.6458969298582815e-08,1.9642962256760654e-08
features.10.conv.1.0,features.10,8,0.2289326251189245,0.2302101058460196,0.001277480727095,0.001277480727095,0.827492596248766,0.8263079960513326,-0.0011846001974333,0.0011846001974333,8.838604514949111e-09,8.53842596626464e-09,8.53842596626464e-09,1.1736299543319006e-08
features.10.conv.1.0,features.10,9,0.2289326251189245,0.2282342390157472,-0.0006983861031773,0.0006983861031773,0.827492596248766,0.827492596248766,0.0,0.0,1.9597464984144608e-08,2.241160501625928e-08,2.241160501625928e-08,2.3324397996349333e-08
features.10.conv.1.0,features.10,10,0.2289326251189245,0.2290023400622203,6.971494329574557e-05,6.971494329574557e-05,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,6.54175309477978e-08,1.3820419253463e-09,1.3820419253463e-09,1.7573257987679725e-09
features.10.conv.1.0,features.10,11,0.2289326251189245,0.2282831258496421,-0.0006494992692823,0.0006494992692823,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,1.813787164905989e-08,3.382402802287743e-09,3.382402802287743e-09,3.895008177101644e-09
features.10.conv.1.0,features.10,12,0.2289326251189245,0.2272423730947244,-0.0016902520242,0.0016902520242,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.128976994697496e-08,2.664392484419409e-09,2.664392484419409e-09,3.1212674805880525e-09
features.10.conv.1.0,features.10,13,0.2289326251189245,0.228517176940757,-0.0004154481781674,0.0004154481781674,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,9.75676499592737e-08,2.1250385895399404e-09,2.1250385895399404e-09,3.3246399522290915e-09
features.10.conv.1.0,features.10,14,0.2289326251189245,0.2280628194646566,-0.0008698056542679,0.0008698056542679,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,8.137754292647514e-08,8.821994246233087e-10,8.821994246233087e-10,1.380977915355075e-09
features.10.conv.1.0,features.10,15,0.2289326251189245,0.2305663354358639,0.0016337103169393,0.0016337103169393,0.827492596248766,0.8265547877591313,-0.0009378084896347,0.0009378084896347,3.581401841756815e-08,1.4652058455411066e-09,1.4652058455411066e-09,2.374478835776017e-09
features.10.conv.1.0,features.10,16,0.2289326251189245,0.2295965329673098,0.0006639078483852,0.0006639078483852,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.5003199510820195e-08,2.756063821607313e-09,2.756063821607313e-09,3.2688436679695343e-09
features.10.conv.1.0,features.10,17,0.2289326251189245,0.230474913063176,0.0015422879442514,0.0015422879442514,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,6.041650379984277e-08,1.0607883460522773e-08,1.0607883460522773e-08,1.2037008084719858e-08
features.10.conv.1.0,features.10,18,0.2289326251189245,0.2283789315697485,-0.000553693549176,0.000553693549176,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,6.2306599879491395e-09,3.016231708841132e-09,3.016231708841132e-09,3.3225322076946284e-09
features.10.conv.1.0,features.10,19,0.2289326251189245,0.2285209214135916,-0.0004117037053329,0.0004117037053329,0.827492596248766,0.8276900296150049,0.0001974333662388,0.0001974333662388,8.022299269327961e-09,1.684039574456619e-09,1.684039574456619e-09,1.883255419665719e-09
features.10.conv.1.0,features.10,20,0.2289326251189245,0.2265401492851274,-0.0023924758337971,0.0023924758337971,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,4.2342282569052265e-08,7.353795350439896e-09,7.353795350439896e-09,8.121177369480037e-09
features.10.conv.1.0,features.10,21,0.2289326251189245,0.2315320900406021,0.0025994649216775,0.0025994649216775,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,2.1613880463178248e-08,3.810356918876323e-09,3.810356918876323e-09,5.0840594512102655e-09
features.10.conv.1.0,features.10,22,0.2289326251189245,0.228463693966731,-0.0004689311521935,0.0004689311521935,0.827492596248766,0.8272458045409674,-0.0002467917077986,0.0002467917077986,4.4870656523698926e-08,1.0214340484537843e-09,1.0214340484537843e-09,1.7159086929119383e-09
features.10.conv.1.0,features.10,23,0.2289326251189245,0.2279870378823766,-0.0009455872365479,0.0009455872365479,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,3.3778718488974846e-08,4.033575695672198e-09,4.033575695672198e-09,5.0808540985602946e-09
features.10.conv.1.0,features.10,24,0.2289326251189245,0.2275882258887236,-0.0013443992302008,0.0013443992302008,0.827492596248766,0.8279861796643633,0.0004935834155972,0.0004935834155972,1.3448173241670249e-08,2.1986452658495637e-09,2.1986452658495637e-09,1.318563086494251e-08
features.10.conv.1.0,features.10,25,0.2289326251189245,0.2309297216195373,0.0019970965006127,0.0019970965006127,0.827492596248766,0.8271964461994077,-0.0002961500493583,0.0002961500493583,1.473014918929039e-07,3.064007936259827e-09,3.064007936259827e-09,4.596709124449205e-09
features.10.conv.1.0,features.10,26,0.2289326251189245,0.228679783428441,-0.0002528416904835,0.0002528416904835,0.827492596248766,0.8272951628825271,-0.0001974333662388,0.0001974333662388,3.2740661737307164e-08,1.6252612589084947e-09,1.6252612589084947e-09,2.385251607339711e-09
features.10.conv.1.0,features.10,27,0.2289326251189245,0.2246568451324152,-0.0042757799865092,0.0042757799865092,0.827492596248766,0.828035538005923,0.0005429417571569,0.0005429417571569,4.181038448791696e-08,9.651206944738533e-09,9.651206944738533e-09,1.1742214922616512e-08
