layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf,perf_conv1_only,perf_unified
features.6.conv.1.0,features.6,11,0.2289326251189245,0.2229129375897175,-0.0060196875292069,0.0060196875292069,0.827492596248766,0.826604146100691,-0.000888450148075,0.000888450148075,2.5082092847128482e-08,1.3242591911932776e-08,1.3242591911932776e-08,2.056766534863641e-08
features.6.conv.1.0,features.6,12,0.2289326251189245,0.2232299990546069,-0.0057026260643176,0.0057026260643176,0.827492596248766,0.8272951628825271,-0.0001974333662388,0.0001974333662388,9.841492243367612e-08,1.9837987963455816e-07,1.9837987963455816e-07,3.624066091667544e-07
features.6.conv.1.0,features.6,13,0.2289326251189245,0.229240894059881,0.0003082689409565,0.0003082689409565,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,4.659427510489422e-09,1.0277455331220152e-08,1.0277455331220152e-08,1.0811939010757499e-08
features.6.conv.1.0,features.6,14,0.2289326251189245,0.2315736359713565,0.0026410108524319,0.0026410108524319,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,9.010951984578242e-09,2.734026338657713e-08,2.734026338657713e-08,3.044300134202871e-08
features.6.conv.1.0,features.6,15,0.2289326251189245,0.2293319827535762,0.0003993576346516,0.0003993576346516,0.827492596248766,0.827147087857848,-0.000345508390918,0.000345508390918,6.330072910287754e-09,1.5612716453006218e-08,1.5612716453006218e-08,1.874325952777589e-08
features.6.conv.1.0,features.6,16,0.2289326251189245,0.2275737717717579,-0.0013588533471666,0.0013588533471666,0.827492596248766,0.8277887462981244,0.0002961500493583,0.0002961500493583,2.455994518868465e-09,3.8973531957253726e-08,3.8973531957253726e-08,3.989374236512688e-08
features.6.conv.1.0,features.6,17,0.2289326251189245,0.2303663365176696,0.001433711398745,0.001433711398745,0.827492596248766,0.8269496544916091,-0.0005429417571569,0.0005429417571569,4.299633094007049e-09,5.5128413833926983e-08,5.5128413833926983e-08,5.745730113915215e-08
features.6.conv.1.0,features.6,18,0.2289326251189245,0.2294998697938385,0.0005672446749139,0.0005672446749139,0.827492596248766,0.8268015794669299,-0.0006910167818361,0.0006910167818361,8.624997605011232e-08,7.620274411479501e-10,7.620274411479501e-10,7.71296948531841e-09
features.6.conv.1.0,features.6,19,0.2289326251189245,0.2179894123528066,-0.0109432127661178,0.0109432127661178,0.827492596248766,0.8260118460019743,-0.0014807502467917,0.0014807502467917,4.526830910123181e-09,6.673892727349084e-08,6.673892727349084e-08,2.569055886914029e-07
features.6.conv.1.0,features.6,20,0.2289326251189245,0.2307182751629741,0.0017856500440495,0.0017856500440495,0.827492596248766,0.8269496544916091,-0.0005429417571569,0.0005429417571569,9.755431129576664e-09,5.134743332746439e-07,5.134743332746439e-07,5.175896332088037e-07
features.6.conv.1.0,features.6,21,0.2289326251189245,0.2313832024299518,0.0024505773110272,0.0024505773110272,0.827492596248766,0.8265547877591313,-0.0009378084896347,0.0009378084896347,2.1271331362981982e-09,5.8158725835255616e-08,5.8158725835255616e-08,6.700295651640431e-08
features.6.conv.1.0,features.6,22,0.2289326251189245,0.2308567141143742,0.0019240889954497,0.0019240889954497,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,2.476804539242039e-09,1.2877974242542224e-08,1.2877974242542224e-08,1.664867155248828e-08
features.6.conv.1.0,features.6,23,0.2289326251189245,0.2296285694968248,0.0006959443779002,0.0006959443779002,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,7.371400823075191e-09,7.528969092618355e-08,7.528969092618355e-08,7.95037040646207e-08
features.6.conv.1.0,features.6,24,0.2289326251189245,0.2304103399010103,0.0014777147820857,0.0014777147820857,0.827492596248766,0.8269990128331688,-0.0004935834155972,0.0004935834155972,7.653843669963576e-10,2.2355072459845363e-08,2.2355072459845363e-08,2.3894617340314284e-08
features.6.conv.1.0,features.6,25,0.2289326251189245,0.2253185980695001,-0.0036140270494244,0.0036140270494244,0.827492596248766,0.8282329713721619,0.0007403751233958,0.0007403751233958,3.654712088518863e-08,1.3299001011546352e-07,1.3299001011546352e-07,2.119739423989131e-07
features.6.conv.1.0,features.6,26,0.2289326251189245,0.2275654285044867,-0.0013671966144378,0.0013671966144378,0.827492596248766,0.8278874629812438,0.0003948667324777,0.0003948667324777,3.445021334869125e-08,2.0020055058189712e-10,2.0020055058189712e-10,1.639155450261498e-09
features.6.conv.1.0,features.6,27,0.2289326251189245,0.2280839607135762,-0.0008486644053482,0.0008486644053482,0.827492596248766,0.8280848963474827,0.0005923000987166,0.0005923000987166,1.2340814592448623e-08,5.780763956408919e-08,5.780763956408919e-08,5.966975813453956e-08
features.6.conv.1.0,features.6,28,0.2289326251189245,0.2278159948938362,-0.0011166302250883,0.0011166302250883,0.827492596248766,0.8280848963474827,0.0005923000987166,0.0005923000987166,2.7163583382616707e-08,9.712444182241597e-08,9.712444182241597e-08,1.0880009693181592e-07
features.6.conv.1.0,features.6,29,0.2289326251189245,0.2264219477607125,-0.002510677358212,0.002510677358212,0.827492596248766,0.8266535044422507,-0.0008390918065153,0.0008390918065153,8.61631690440845e-08,3.2417861461908615e-07,3.2417861461908615e-07,3.4312139129966113e-07
features.6.conv.1.0,features.6,30,0.2289326251189245,0.2282961107949074,-0.000636514324017,0.000636514324017,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,8.554972907859337e-08,1.2700690499301002e-09,1.2700690499301002e-09,7.452918393546781e-09
features.6.conv.1.0,features.6,31,0.2289326251189245,0.2278321826523955,-0.001100442466529,0.001100442466529,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,3.561492656345422e-09,9.046131310697093e-08,9.046131310697093e-08,9.476617957027145e-08
features.6.conv.1.0,features.6,32,0.2289326251189245,0.2271956411721299,-0.0017369839467946,0.0017369839467946,0.827492596248766,0.8272458045409674,-0.0002467917077986,0.0002467917077986,7.778877098019166e-09,1.496604937756274e-07,1.496604937756274e-07,1.638279680804544e-07
features.6.conv.1.0,features.6,33,0.2289326251189245,0.2292610561384493,0.0003284310195247,0.0003284310195247,0.827492596248766,0.8269990128331688,-0.0004935834155972,0.0004935834155972,7.664431223020075e-08,9.404762524312103e-10,9.404762524312103e-10,6.899253390812987e-09
features.6.conv.1.0,features.6,34,0.2289326251189245,0.2346233985989219,0.0056907734799973,0.0056907734799973,0.827492596248766,0.8264067127344521,-0.0010858835143139,0.0010858835143139,1.5805788677880628e-08,5.253835411167529e-07,5.253835411167529e-07,5.489737819885931e-07
features.6.conv.1.0,features.6,35,0.2289326251189245,0.2254831917171886,-0.0034494334017359,0.0034494334017359,0.827492596248766,0.8281342546890424,0.0006416584402764,0.0006416584402764,1.1734807792151969e-08,6.95645185899707e-09,6.95645185899707e-09,1.1129182020397366e-08
features.6.conv.1.0,features.6,36,0.2289326251189245,0.2340744470745464,0.0051418219556218,0.0051418219556218,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,3.417113925152648e-09,8.988288868749805e-08,8.988288868749805e-08,1.0201736144743734e-07
features.6.conv.1.0,features.6,37,0.2289326251189245,0.2302247040240557,0.0012920789051311,0.0012920789051311,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,6.32658858634727e-09,1.6794567514466507e-08,1.6794567514466507e-08,1.828411816395814e-08
features.6.conv.1.0,features.6,38,0.2289326251189245,0.227253655536103,-0.0016789695828215,0.0016789695828215,0.827492596248766,0.8279368213228036,0.0004442250740375,0.0004442250740375,5.764261956642258e-08,1.4160583816646975e-09,1.4160583816646975e-09,4.397544883794069e-09
features.6.conv.1.0,features.6,39,0.2289326251189245,0.2296591176423184,0.0007264925233938,0.0007264925233938,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,5.183931950369924e-09,6.53926264249094e-08,6.53926264249094e-08,6.988941009256067e-08
features.6.conv.1.0,features.6,40,0.2289326251189245,0.2296742780383577,0.0007416529194331,0.0007416529194331,0.827492596248766,0.826604146100691,-0.000888450148075,0.000888450148075,4.206724746325108e-09,9.628845276665745e-09,9.628845276665745e-09,1.524111969963826e-08
features.6.conv.1.0,features.6,41,0.2289326251189245,0.2297706994392689,0.0008380743203443,0.0008380743203443,0.827492596248766,0.8272458045409674,-0.0002467917077986,0.0002467917077986,3.583562779851945e-09,8.716282451359805e-08,8.716282451359805e-08,9.10709100354623e-08
features.6.conv.1.0,features.6,42,0.2289326251189245,0.2332714219826423,0.0043387968637177,0.0043387968637177,0.827492596248766,0.8280848963474827,0.0005923000987166,0.0005923000987166,1.9525682404264444e-08,3.086778974648041e-07,3.086778974648041e-07,3.2712334530060616e-07
features.6.conv.1.0,features.6,43,0.2289326251189245,0.2263707448809961,-0.0025618802379284,0.0025618802379284,0.827492596248766,0.8279861796643633,0.0004935834155972,0.0004935834155972,1.8606719498492903e-09,4.0824136249284493e-07,4.0824136249284493e-07,4.124279486261706e-07
features.6.conv.1.0,features.6,44,0.2289326251189245,0.2288378401445633,-9.478497436118948e-05,9.478497436118948e-05,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,2.4284942057306583e-08,4.9311510430527505e-09,4.9311510430527505e-09,1.1756262185969035e-08
features.6.conv.1.0,features.6,45,0.2289326251189245,0.2300526192728391,0.0011199941539145,0.0011199941539145,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,5.7213213722207e-08,2.4356014427517886e-10,2.4356014427517886e-10,2.616827504686725e-09
features.6.conv.1.0,features.6,46,0.2289326251189245,0.2272557372568455,-0.001676887862079,0.001676887862079,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,8.763427317148853e-09,1.3976155344153085e-07,1.3976155344153085e-07,1.4261835989959337e-07
features.6.conv.1.0,features.6,47,0.2289326251189245,0.2314451924410866,0.002512567322162,0.002512567322162,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,2.9097477760586803e-09,5.084564236312873e-08,5.084564236312873e-08,5.41874096149364e-08
features.6.conv.1.0,features.6,48,0.2289326251189245,0.2251480748928628,-0.0037845502260617,0.0037845502260617,0.827492596248766,0.8281342546890424,0.0006416584402764,0.0006416584402764,1.3155221800786876e-08,1.7133650942469103e-08,1.7133650942469103e-08,1.9400994311080666e-08
features.6.conv.1.0,features.6,49,0.2289326251189245,0.2405044383654745,0.0115718132465499,0.0115718132465499,0.827492596248766,0.8262586377097729,-0.0012339585389931,0.0012339585389931,1.2868297538659592e-08,2.742629234830929e-08,2.742629234830929e-08,1.096172330683487e-07
features.6.conv.1.0,features.6,50,0.2289326251189245,0.237804756389317,0.0088721312703924,0.0088721312703924,0.827492596248766,0.8262092793682132,-0.0012833168805528,0.0012833168805528,1.1482857331657216e-08,7.665153844982343e-08,7.665153844982343e-08,1.779548742808501e-07
features.6.conv.1.0,features.6,51,0.2289326251189245,0.2290177667327627,8.514161383821328e-05,8.514161383821328e-05,0.827492596248766,0.8273445212240869,-0.0001480750246791,0.0001480750246791,2.3772108725950147e-09,9.907127340724742e-10,9.907127340724742e-10,1.4638574796776993e-09
features.6.conv.1.0,features.6,52,0.2289326251189245,0.2334636693088736,0.004531044189949,0.004531044189949,0.827492596248766,0.8277393879565647,0.0002467917077986,0.0002467917077986,1.0485381096714265e-07,1.516273506751986e-08,1.516273506751986e-08,1.2657569081753195e-07
features.6.conv.1.0,features.6,53,0.2289326251189245,0.2302270261902056,0.001294401071281,0.001294401071281,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,1.4773386070032757e-08,1.6058251617323552e-08,1.6058251617323552e-08,1.7727604301187583e-08
features.6.conv.1.0,features.6,54,0.2289326251189245,0.235914553142645,0.0069819280237204,0.0069819280237204,0.827492596248766,0.8263573543928924,-0.0011352418558736,0.0011352418558736,8.449917210384683e-09,3.880312533510733e-07,3.880312533510733e-07,3.980246470192128e-07
features.6.conv.1.0,features.6,55,0.2289326251189245,0.2250662735366141,-0.0038663515823103,0.0038663515823103,0.827492596248766,0.8278381046396841,0.000345508390918,0.000345508390918,2.936888243709745e-08,3.5260669051240257e-08,3.5260669051240257e-08,4.505763095963289e-08
features.6.conv.1.0,features.6,56,0.2289326251189245,0.2294689503754167,0.0005363252564921,0.0005363252564921,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,2.602989646049992e-08,9.206932105598753e-09,9.206932105598753e-09,1.1211003569933098e-08
features.6.conv.1.0,features.6,57,0.2289326251189245,0.2267137053659036,-0.0022189197530208,0.0022189197530208,0.827492596248766,0.8277393879565647,0.0002467917077986,0.0002467917077986,4.175959578134325e-09,1.200350538965722e-07,1.200350538965722e-07,1.2297841200936688e-07
features.6.conv.1.0,features.6,58,0.2289326251189245,0.227176736303256,-0.0017558888156684,0.0017558888156684,0.827492596248766,0.8279368213228036,0.0004442250740375,0.0004442250740375,2.3105178215132586e-08,1.1297299096213465e-08,1.1297299096213465e-08,1.4239113443892393e-08
features.6.conv.1.0,features.6,59,0.2289326251189245,0.2352387042695298,0.0063060791506052,0.0063060791506052,0.827492596248766,0.8268015794669299,-0.0006910167818361,0.0006910167818361,1.0204668221547308e-08,2.4671491516414796e-08,2.4671491516414796e-08,4.5677448268222065e-08
features.6.conv.1.0,features.6,60,0.2289326251189245,0.2304130412840157,0.0014804161650912,0.0014804161650912,0.827492596248766,0.8268015794669299,-0.0006910167818361,0.0006910167818361,2.893921768887253e-09,5.5592593639630656e-08,5.5592593639630656e-08,5.80680484252305e-08
features.6.conv.1.0,features.6,61,0.2289326251189245,0.2264036130347803,-0.0025290120841441,0.0025290120841441,0.827492596248766,0.8282329713721619,0.0007403751233958,0.0007403751233958,4.2996646243409486e-08,1.773772311253197e-07,1.773772311253197e-07,1.837687446659686e-07
features.6.conv.1.0,features.6,62,0.2289326251189245,0.2289131216237077,-1.9503495216816047e-05,1.9503495216816047e-05,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,5.4476998911923153e-08,5.093792410093556e-08,5.093792410093556e-08,5.667473257364719e-08
features.6.conv.1.0,features.6,63,0.2289326251189245,0.2306667636216434,0.0017341385027188,0.0017341385027188,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,2.3744687993598745e-08,2.7209956954266093e-08,2.7209956954266093e-08,5.373054745572148e-08
features.6.conv.1.0,features.6,64,0.2289326251189245,0.2276195985452653,-0.0013130265736592,0.0013130265736592,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,5.893206278528852e-08,6.151326115144682e-10,6.151326115144682e-10,3.13079595581911e-09
features.6.conv.1.0,features.6,65,0.2289326251189245,0.2286528873529032,-0.0002797377660213,0.0002797377660213,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,1.6816525061358334e-08,2.210919802791977e-08,2.210919802791977e-08,2.2599585425275848e-08
features.6.conv.1.0,features.6,66,0.2289326251189245,0.2287131967267777,-0.0002194283921467,0.0002194283921467,0.827492596248766,0.8276900296150049,0.0001974333662388,0.0001974333662388,4.393352792675387e-09,9.354039320896844e-09,9.354039320896844e-09,1.056717117975392e-08
features.6.conv.1.0,features.6,67,0.2289326251189245,0.2277083637456579,-0.0012242613732666,0.0012242613732666,0.827492596248766,0.827492596248766,0.0,0.0,7.519768985275732e-08,3.6552501025965967e-09,3.6552501025965967e-09,1.0685019535827678e-08
features.6.conv.1.0,features.6,68,0.2289326251189245,0.2292810141989388,0.0003483890800143,0.0003483890800143,0.827492596248766,0.827492596248766,0.0,0.0,4.840303446940197e-08,5.397960411990255e-10,5.397960411990255e-10,2.7986883366359905e-09
features.6.conv.1.0,features.6,69,0.2289326251189245,0.2248638342202955,-0.004068790898629,0.004068790898629,0.827492596248766,0.8279861796643633,0.0004935834155972,0.0004935834155972,2.480994076847764e-09,6.345246106320701e-08,6.345246106320701e-08,6.624191967175008e-08
features.6.conv.1.0,features.6,70,0.2289326251189245,0.2320525572550583,0.0031199321361337,0.0031199321361337,0.827492596248766,0.8264067127344521,-0.0010858835143139,0.0010858835143139,8.786857463860542e-09,1.8021719228045185e-08,1.8021719228045185e-08,2.0781435294825457e-08
features.6.conv.1.0,features.6,71,0.2289326251189245,0.2303992055021603,0.0014665803832357,0.0014665803832357,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,6.904383287320571e-09,4.309501377974812e-08,4.309501377974812e-08,4.534374670184249e-08
features.6.conv.1.0,features.6,72,0.2289326251189245,0.227748059129997,-0.0011845659889274,0.0011845659889274,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,1.3354198635795456e-08,1.9258648009667922e-08,1.9258648009667922e-08,2.5899588917965843e-08
features.6.conv.1.0,features.6,73,0.2289326251189245,0.2334935443103135,0.004560919191389,0.004560919191389,0.827492596248766,0.826604146100691,-0.000888450148075,0.000888450148075,5.899445820745086e-09,6.219705994681135e-08,6.219705994681135e-08,6.82919970573792e-08
features.6.conv.1.0,features.6,74,0.2289326251189245,0.2313278492007431,0.0023952240818185,0.0023952240818185,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,9.16989151278358e-09,3.090780253955927e-08,3.090780253955927e-08,3.248104363251514e-08
features.6.conv.1.0,features.6,75,0.2289326251189245,0.2300446565495763,0.0011120314306517,0.0011120314306517,0.827492596248766,0.8272951628825271,-0.0001974333662388,0.0001974333662388,1.6725437035347568e-08,1.125269548651886e-07,1.125269548651886e-07,1.141094262413489e-07
features.6.conv.1.0,features.6,76,0.2289326251189245,0.2311385804661538,0.0022059553472293,0.0022059553472293,0.827492596248766,0.826604146100691,-0.000888450148075,0.000888450148075,1.7093441329052442e-08,2.5512829893159505e-07,2.5512829893159505e-07,2.57172298456787e-07
features.6.conv.1.0,features.6,77,0.2289326251189245,0.2290027192790759,7.009416015135717e-05,7.009416015135717e-05,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,2.448441982494387e-08,1.1908268815474798e-10,1.1908268815474798e-10,2.5057622990432016e-10
features.6.conv.1.0,features.6,78,0.2289326251189245,0.2290513214568532,0.0001186963379286,0.0001186963379286,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,1.3734247517049882e-08,8.045272181789187e-08,8.045272181789187e-08,8.915965032940676e-08
features.6.conv.1.0,features.6,79,0.2289326251189245,0.2324067725286496,0.003474147409725,0.003474147409725,0.827492596248766,0.8262092793682132,-0.0012833168805528,0.0012833168805528,9.966528935478893e-09,1.0207020295638358e-07,1.0207020295638358e-07,1.0993104049283886e-07
features.6.conv.1.0,features.6,80,0.2289326251189245,0.2307236105244957,0.0017909854055711,0.0017909854055711,0.827492596248766,0.827492596248766,0.0,0.0,2.499664031319071e-09,7.895011577829791e-08,7.895011577829791e-08,7.998329232261625e-08
features.6.conv.1.0,features.6,81,0.2289326251189245,0.2336914615077653,0.0047588363888407,0.0047588363888407,0.827492596248766,0.8267028627838104,-0.0007897334649555,0.0007897334649555,3.0580613596953303e-09,4.7357517019008823e-08,4.7357517019008823e-08,5.5799065146189264e-08
features.6.conv.1.0,features.6,82,0.2289326251189245,0.2258838976372607,-0.0030487274816638,0.0030487274816638,0.827492596248766,0.828035538005923,0.0005429417571569,0.0005429417571569,2.2036872326935963e-09,7.098397247773391e-08,7.098397247773391e-08,7.280798153264101e-08
features.6.conv.1.0,features.6,83,0.2289326251189245,0.2344021454894554,0.0054695203705309,0.0054695203705309,0.827492596248766,0.8272458045409674,-0.0002467917077986,0.0002467917077986,2.491879813604214e-09,1.9160543374141525e-08,1.9160543374141525e-08,2.550733779749237e-08
features.6.conv.1.0,features.6,84,0.2289326251189245,0.2287439305087353,-0.0001886946101892,0.0001886946101892,0.827492596248766,0.8273445212240869,-0.0001480750246791,0.0001480750246791,1.3677960097879804e-08,1.6868227703525918e-08,1.6868227703525918e-08,1.80144184569464e-08
features.6.conv.1.0,features.6,85,0.2289326251189245,0.2380581637638268,0.0091255386449022,0.0091255386449022,0.827492596248766,0.8258144126357354,-0.0016781836130306,0.0016781836130306,4.7244288481351766e-08,1.5860507351916904e-09,1.5860507351916904e-09,2.0768181063779423e-08
features.6.conv.1.0,features.6,86,0.2289326251189245,0.2281273457618066,-0.0008052793571179,0.0008052793571179,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,8.202456491801513e-09,3.938282144844152e-09,3.938282144844152e-09,5.984731821229161e-09
features.6.conv.1.0,features.6,87,0.2289326251189245,0.2267067401946069,-0.0022258849243176,0.0022258849243176,0.827492596248766,0.8281342546890424,0.0006416584402764,0.0006416584402764,3.939268022890019e-09,4.533806929885032e-08,4.533806929885032e-08,4.793683600068377e-08
features.6.conv.1.0,features.6,88,0.2289326251189245,0.2252510082269508,-0.0036816168919737,0.0036816168919737,0.827492596248766,0.8281342546890424,0.0006416584402764,0.0006416584402764,1.2921393732767685e-08,4.6637385509029634e-08,4.6637385509029634e-08,5.2103107828216366e-08
features.6.conv.1.0,features.6,89,0.2289326251189245,0.221217973332282,-0.0077146517866425,0.0077146517866425,0.827492596248766,0.8280848963474827,0.0005923000987166,0.0005923000987166,6.08090511278192e-09,7.202039142839568e-08,7.202039142839568e-08,8.258949479866828e-08
features.6.conv.1.0,features.6,90,0.2289326251189245,0.2281612056814884,-0.0007714194374361,0.0007714194374361,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,7.037605609383489e-09,5.3649028330937654e-08,5.3649028330937654e-08,6.156486187514076e-08
features.6.conv.1.0,features.6,91,0.2289326251189245,0.2304224276411159,0.0014898025221914,0.0014898025221914,0.827492596248766,0.8271964461994077,-0.0002961500493583,0.0002961500493583,5.800985469761599e-09,5.331925478913036e-08,5.331925478913036e-08,5.6584803675985285e-08
features.6.conv.1.0,features.6,92,0.2289326251189245,0.2310635210508023,0.0021308959318778,0.0021308959318778,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,3.257634517694896e-08,2.6488256921197724e-08,2.6488256921197724e-08,3.778227375406118e-08
features.6.conv.1.0,features.6,93,0.2289326251189245,0.2298837333534582,0.0009511082345336,0.0009511082345336,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,4.887118265628487e-09,1.460646159578971e-09,1.460646159578971e-09,2.347972372085394e-09
features.6.conv.1.0,features.6,94,0.2289326251189245,0.225557647711381,-0.0033749774075435,0.0033749774075435,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,2.6566841171415945e-08,5.276017844835224e-08,5.276017844835224e-08,1.4537134362946347e-07
features.6.conv.1.0,features.6,95,0.2289326251189245,0.2298875465579349,0.0009549214390103,0.0009549214390103,0.827492596248766,0.826604146100691,-0.000888450148075,0.000888450148075,1.707616625878927e-08,2.4670088194511663e-08,2.4670088194511663e-08,4.185455004801497e-08
features.6.conv.1.0,features.6,96,0.2289326251189245,0.2427508493353643,0.0138182242164397,0.0138182242164397,0.827492596248766,0.8272951628825271,-0.0001974333662388,0.0001974333662388,2.5173612527851226e-08,5.762445454138289e-08,5.762445454138289e-08,1.8539115193005884e-07
features.6.conv.1.0,features.6,97,0.2289326251189245,0.233357248505374,0.0044246233864494,0.0044246233864494,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,1.9112325944092845e-08,1.7931730766918008e-08,1.7931730766918008e-08,4.193971542276742e-08
features.6.conv.1.0,features.6,98,0.2289326251189245,0.2293412482243964,0.0004086231054718,0.0004086231054718,0.827492596248766,0.827492596248766,0.0,0.0,2.3304970397930447e-08,3.830085404388228e-08,3.830085404388228e-08,3.9764904202765905e-08
features.6.conv.1.0,features.6,99,0.2289326251189245,0.2274031570229481,-0.0015294680959764,0.0015294680959764,0.827492596248766,0.8277887462981244,0.0002961500493583,0.0002961500493583,7.033677196233157e-09,3.353957254148554e-07,3.353957254148554e-07,3.407179229863999e-07
features.6.conv.1.0,features.6,100,0.2289326251189245,0.2279493581414431,-0.0009832669774813,0.0009832669774813,0.827492596248766,0.8277887462981244,0.0002961500493583,0.0002961500493583,2.196357584693942e-08,2.4859639680130385e-08,2.4859639680130385e-08,4.012820187249133e-08
features.6.conv.1.0,features.6,101,0.2289326251189245,0.2289133138769465,-1.9311241978042792e-05,1.9311241978042792e-05,0.827492596248766,0.8277393879565647,0.0002467917077986,0.0002467917077986,5.113814260937488e-09,2.8860503320515818e-08,2.8860503320515818e-08,3.216092919755553e-08
