layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf,perf_conv1_only,perf_unified
features.2.conv.1.0,features.2,0,0.2289326251189245,0.2268112399154389,-0.0021213852034856,0.0021213852034856,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,1.775262319370086e-07,2.5473454456914624e-09,2.5473454456914624e-09,4.180986401536302e-08
features.2.conv.1.0,features.2,1,0.2289326251189245,0.2339734005536565,0.0050407754347319,0.0050407754347319,0.827492596248766,0.8263079960513326,-0.0011846001974333,0.0011846001974333,9.568796599523921e-08,2.844045221550573e-09,2.844045221550573e-09,4.273826381684387e-08
features.2.conv.1.0,features.2,2,0.2289326251189245,0.2286439284048272,-0.0002886967140972,0.0002886967140972,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,5.625414800647377e-09,1.390624447594746e-06,1.390624447594746e-06,1.4280998090754338e-06
features.2.conv.1.0,features.2,3,0.2289326251189245,0.2734478503148545,0.0445152251959299,0.0445152251959299,0.827492596248766,0.7975814412635736,-0.0299111549851924,0.0299111549851924,4.2258096755176666e-07,7.104338237695629e-07,7.104338237695629e-07,1.7852902232107226e-06
features.2.conv.1.0,features.2,4,0.2289326251189245,0.2354297202151625,0.0064970950962379,0.0064970950962379,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,6.787673978436715e-09,9.818019179874682e-07,9.818019179874682e-07,1.0445049456464517e-06
features.2.conv.1.0,features.2,5,0.2289326251189245,0.2379630250674456,0.009030399948521,0.009030399948521,0.827492596248766,0.826061204343534,-0.001431391905232,0.001431391905232,9.504048215092098e-09,2.523337343518506e-07,2.523337343518506e-07,3.5151170862945946e-07
features.2.conv.1.0,features.2,6,0.2289326251189245,0.2380358214413088,0.0091031963223842,0.0091031963223842,0.827492596248766,0.8256663376110562,-0.0018262586377097,0.0018262586377097,8.096514392263998e-08,3.4231931067552075e-08,3.4231931067552075e-08,6.526987981203547e-07
features.2.conv.1.0,features.2,7,0.2289326251189245,0.2281639070644939,-0.0007687180544306,0.0007687180544306,0.827492596248766,0.8269002961500493,-0.0005923000987166,0.0005923000987166,3.9046144095777885e-10,4.774628692416627e-09,4.774628692416627e-09,1.1947283273805454e-08
features.2.conv.1.0,features.2,8,0.2289326251189245,0.2264724781822439,-0.0024601469366806,0.0024601469366806,0.827492596248766,0.8239881539980257,-0.0035044422507403,0.0035044422507403,1.519780568060014e-07,3.071015441946656e-08,3.071015441946656e-08,2.1109772063709897e-07
features.2.conv.1.0,features.2,9,0.2289326251189245,0.2275558306818267,-0.0013767944370978,0.0013767944370978,0.827492596248766,0.8273445212240869,-0.0001480750246791,0.0001480750246791,8.910976401210744e-10,1.0506972358825808e-07,1.0506972358825808e-07,1.114999456652832e-07
features.2.conv.1.0,features.2,10,0.2289326251189245,0.2270984184349608,-0.0018342066839637,0.0018342066839637,0.827492596248766,0.8283810463968411,0.000888450148075,0.000888450148075,4.2573315539584655e-08,8.212139412933084e-09,8.212139412933084e-09,6.668939667164864e-08
features.2.conv.1.0,features.2,11,0.2289326251189245,0.237657698289162,0.0087250731702374,0.0087250731702374,0.827492596248766,0.8262092793682132,-0.0012833168805528,0.0012833168805528,6.0569902871066e-08,1.0957794671639933e-08,1.0957794671639933e-08,1.0008557183027733e-07
features.2.conv.1.0,features.2,12,0.2289326251189245,0.2313400564999761,0.0024074313810515,0.0024074313810515,0.827492596248766,0.827492596248766,0.0,0.0,3.6798484259747966e-09,3.165326234011445e-06,3.165326234011445e-06,3.1856814244335396e-06
features.2.conv.1.0,features.2,13,0.2289326251189245,0.228815187317843,-0.0001174378010815,0.0001174378010815,0.827492596248766,0.8279861796643633,0.0004935834155972,0.0004935834155972,1.7523852591239123e-08,3.122582938885899e-07,3.122582938885899e-07,3.220842972329052e-07
features.2.conv.1.0,features.2,14,0.2289326251189245,0.2293310373562481,0.0003984122373235,0.0003984122373235,0.827492596248766,0.8278381046396841,0.000345508390918,0.000345508390918,5.358256505161307e-09,3.625301587817376e-07,3.625301587817376e-07,3.7723311141490967e-07
features.2.conv.1.0,features.2,15,0.2289326251189245,0.2316009283182118,0.0026683031992873,0.0026683031992873,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,1.601462571443335e-07,5.683381765209106e-09,5.683381765209106e-09,5.98373448568168e-08
features.2.conv.1.0,features.2,16,0.2289326251189245,0.2278707377318621,-0.0010618873870624,0.0010618873870624,0.827492596248766,0.8280848963474827,0.0005923000987166,0.0005923000987166,2.2907547858608268e-08,9.013126245349667e-09,9.013126245349667e-09,2.5833344796666324e-08
features.2.conv.1.0,features.2,17,0.2289326251189245,0.229919588377072,0.0009869632581474,0.0009869632581474,0.827492596248766,0.8278874629812438,0.0003948667324777,0.0003948667324777,9.697956926402185e-08,5.5280477084807e-08,5.5280477084807e-08,9.027140857043037e-08
features.2.conv.1.0,features.2,18,0.2289326251189245,0.2387139267185081,0.0097813015995835,0.0097813015995835,0.827492596248766,0.8279368213228036,0.0004442250740375,0.0004442250740375,4.063504377427307e-08,1.2093735790585924e-08,1.2093735790585924e-08,5.057210916703525e-08
features.2.conv.1.0,features.2,19,0.2289326251189245,0.2427017020130346,0.0137690768941101,0.0137690768941101,0.827492596248766,0.827492596248766,0.0,0.0,3.689781991056408e-08,4.651640495012545e-07,4.651640495012545e-07,6.399998468964441e-07
features.2.conv.1.0,features.2,20,0.2289326251189245,0.224815926014092,-0.0041166991048325,0.0041166991048325,0.827492596248766,0.7993089832181639,-0.0281836130306021,0.0281836130306021,3.1997632277125376e-07,5.783468282061222e-07,5.783468282061222e-07,1.568735910950636e-06
features.2.conv.1.0,features.2,21,0.2289326251189245,0.2287793322942292,-0.0001532928246953,0.0001532928246953,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,4.109603768398529e-09,1.428897746791336e-07,1.428897746791336e-07,1.5437346556623766e-07
features.2.conv.1.0,features.2,22,0.2289326251189245,0.2285445446360294,-0.0003880804828951,0.0003880804828951,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,3.2436870966989773e-09,1.3711857036469155e-06,1.3711857036469155e-06,1.3950161747988687e-06
features.2.conv.1.0,features.2,23,0.2289326251189245,0.228191276086919,-0.0007413490320054,0.0007413490320054,0.827492596248766,0.8261599210266535,-0.0013326752221125,0.0013326752221125,3.822137273346016e-09,2.433821236991207e-06,2.433821236991207e-06,2.466170166748327e-06
features.2.conv.1.0,features.2,24,0.2289326251189245,0.2301747487676824,0.0012421236487578,0.0012421236487578,0.827492596248766,0.8262092793682132,-0.0012833168805528,0.0012833168805528,2.136690158138776e-09,1.637012587707432e-07,1.637012587707432e-07,1.8267366552748854e-07
features.2.conv.1.0,features.2,25,0.2289326251189245,0.230681666995271,0.0017490418763464,0.0017490418763464,0.827492596248766,0.8278874629812438,0.0003948667324777,0.0003948667324777,2.109633641111941e-07,2.302672186260679e-08,2.302672186260679e-08,1.620115099854047e-07
features.2.conv.1.0,features.2,26,0.2289326251189245,0.2329489782912157,0.0040163531722912,0.0040163531722912,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,2.4282320154611625e-08,7.014074299149797e-08,7.014074299149797e-08,1.160215088447103e-07
features.2.conv.1.0,features.2,27,0.2289326251189245,0.2272715431442436,-0.0016610819746809,0.0016610819746809,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,4.5445599283766576e-08,1.3473215876302902e-09,1.3473215876302902e-09,2.0971866798724648e-08
features.2.conv.1.0,features.2,28,0.2289326251189245,0.2274742662859736,-0.0014583588329509,0.0014583588329509,0.827492596248766,0.8278381046396841,0.000345508390918,0.000345508390918,1.67764611092025e-07,3.2491701063008804e-07,3.2491701063008804e-07,4.917268547899312e-07
features.2.conv.1.0,features.2,29,0.2289326251189245,0.2312101048769174,0.0022774797579928,0.0022774797579928,0.827492596248766,0.8279861796643633,0.0004935834155972,0.0004935834155972,4.0911483090155815e-09,2.8955100788152777e-06,2.8955100788152777e-06,2.9088478461503087e-06
