layer_name,num_channels,score_name,activation_metric,num_points,pearson,pearson_p,spearman,spearman_p
features.5.conv.1.0,192,importance_score,gap_y0,192,-0.009269231724743612,0.8984637265015337,-0.14881792040799718,0.03938879817581352
features.5.conv.1.0,192,importance_score,gap_y1,192,-0.026044636182805475,0.7199023321739982,-0.18393612836719747,0.010653043918791624
features.5.conv.1.0,192,importance_score,activation_gap,192,-0.018486972029867155,0.7991000291502716,-0.16998413042888535,0.018414850589338214
features.5.conv.1.0,192,importance_score,mean_gradient,192,0.41772050732591287,1.658022641266506e-09,0.4550650381140982,3.328282155461721e-11
features.5.conv.2,32,importance_score,phi,32,0.0794874688874242,0.6654182238833211,0.30315249266862165,0.0916777246214312
features.5.conv.2,32,importance_score,gap_y0,32,0.11151112099087032,0.5434494977394617,0.2848240469208211,0.11409956286020782
features.5.conv.2,32,importance_score,gap_y1,32,-0.06658205698582745,0.7173056891483645,0.17118768328445746,0.3488633909131419
features.5.conv.2,32,importance_score,activation_gap,32,0.012535678565843977,0.9457110202426515,0.2569648093841642,0.15568091539815343
features.5.conv.2,32,importance_score,mean_gradient,32,0.4350737542748234,0.012824827810912529,0.31304985337243396,0.08105902518500817
features.6.conv.0.0,192,importance_score,phi,192,0.18908320654348243,0.008623193119851219,0.09706887665138486,0.18043789665278742
features.6.conv.0.0,192,importance_score,gap_y0,192,0.1592706545128653,0.027341126976402327,0.026556099612077153,0.7146383871869204
features.6.conv.0.0,192,importance_score,gap_y1,192,0.14148350891810943,0.05028759495078238,0.006619103165775982,0.927397981064929
features.6.conv.0.0,192,importance_score,activation_gap,192,0.152722856792177,0.03444758274501519,0.006120635867943467,0.9328521023702677
features.6.conv.0.0,192,importance_score,mean_gradient,192,0.16937865130283078,0.018841637884513162,0.17399221441553867,0.015795682017871817
features.6.conv.1.0,192,importance_score,phi,192,0.05314732361317931,0.4640833219732648,-0.23865563030681172,0.0008572437178994538
features.6.conv.1.0,192,importance_score,gap_y0,192,-0.08087748220592184,0.2647727793174302,-0.39497090578628985,1.4334315489803392e-08
features.6.conv.1.0,192,importance_score,gap_y1,192,-0.061850898429265874,0.3940747363973729,-0.38644440224615473,3.0882150045239024e-08
features.6.conv.1.0,192,importance_score,activation_gap,192,-0.07183264360639623,0.3221142799979464,-0.4072477823291648,4.566363330433316e-09
features.6.conv.1.0,192,importance_score,mean_gradient,192,0.4656916173000475,1.0008299514141617e-11,0.4108642134389497,3.231066075297238e-09
features.6.conv.2,32,importance_score,phi,32,-0.2688399299887224,0.13679583807576984,-0.3973607038123167,0.024321384729004865
features.6.conv.2,32,importance_score,gap_y0,32,-0.33011213727406175,0.0650068799527731,-0.3914956011730205,0.02670426129200399
features.6.conv.2,32,importance_score,gap_y1,32,-0.28214694938841,0.1176902268325136,-0.4167888563049853,0.017642460115092337
features.6.conv.2,32,importance_score,activation_gap,32,-0.3115534558145592,0.08260063577601487,-0.4109237536656892,0.01947469444286962
features.6.conv.2,32,importance_score,mean_gradient,32,-0.00981816988712091,0.9574678396907421,-0.038123167155425214,0.8358910191159055
features.7.conv.0.0,192,importance_score,phi,192,0.4803860811008508,1.7719794186303247e-12,0.28554207470905796,5.953252760172658e-05
features.7.conv.0.0,192,importance_score,gap_y0,192,0.09971047018555054,0.16880973763199528,0.022927800233296266,0.7522576593796682
