layer_name,num_channels,score_name,activation_metric,num_points,pearson,pearson_p,spearman,spearman_p
features.7.conv.0.0,192,importance_score,gap_y1,192,0.08517999397206648,0.24010771315633497,0.004591324634457316,0.949603933353558
features.7.conv.0.0,192,importance_score,activation_gap,192,0.09470645320791389,0.19132794464471745,0.01772780294604346,0.8071853030324605
features.7.conv.0.0,192,importance_score,mean_gradient,192,0.5788661401736805,1.4379848132300291e-18,0.4922449339446057,4.1206680790766526e-13
features.7.conv.1.0,192,importance_score,phi,192,0.14416341143921138,0.0460454854839987,-0.006825950139706482,0.9251356847320047
features.7.conv.1.0,192,importance_score,gap_y0,192,-0.027440211150900114,0.7055709838229771,-0.10642446355424139,0.14177669467707035
features.7.conv.1.0,192,importance_score,gap_y1,192,-0.025459462924323994,0.7259410805219535,-0.11849957952418416,0.1016243489603076
features.7.conv.1.0,192,importance_score,activation_gap,192,-0.026798128100501823,0.7121521161381407,-0.12495083145701652,0.08419681326116768
features.7.conv.1.0,192,importance_score,mean_gradient,192,0.48989543772339333,5.526130325740855e-13,0.4357282369855954,2.672130338564168e-10
features.7.conv.2,64,importance_score,phi,64,0.1370336265260392,0.2802464196926722,0.1564102564102564,0.21711599510539503
features.7.conv.2,64,importance_score,gap_y0,64,0.09227313660512781,0.4683383486966944,0.10764652014652014,0.39718287316313394
features.7.conv.2,64,importance_score,gap_y1,64,0.0672650251196375,0.597420883226314,0.10782967032967031,0.39637549794279014
features.7.conv.2,64,importance_score,activation_gap,64,0.08061396042306276,0.5265815879073374,0.12206959706959707,0.33659772354296347
features.7.conv.2,64,importance_score,mean_gradient,64,0.40742420918222566,0.000833581253138958,0.3924450549450549,0.0013393677231506116
features.8.conv.0.0,384,importance_score,phi,384,0.3109088434475772,4.733553962257551e-10,0.26448556339222135,1.4413555896874938e-07
features.8.conv.0.0,384,importance_score,gap_y0,384,0.07318430014031387,0.1523275868323374,0.04034896239530704,0.4304520135708093
features.8.conv.0.0,384,importance_score,gap_y1,384,0.11595018878008817,0.023061599525650574,0.05693559051914143,0.26572093867275587
features.8.conv.0.0,384,importance_score,activation_gap,384,0.09872395361012609,0.05323570331464678,0.05065062222372928,0.3222009143989773
features.8.conv.0.0,384,importance_score,mean_gradient,384,0.4355581204743678,3.289394984168171e-19,0.46715671730358416,3.2712697152942113e-22
features.8.conv.1.0,384,importance_score,phi,384,0.025873763004263188,0.613241522228924,-0.20019264351836152,7.80763260689069e-05
features.8.conv.1.0,384,importance_score,gap_y0,384,-0.09345810258155741,0.06733482247878472,-0.3090269065138517,6.091989676842507e-10
features.8.conv.1.0,384,importance_score,gap_y1,384,-0.09452481134310828,0.06425493730877144,-0.33306284120579155,2.1190903472772185e-11
features.8.conv.1.0,384,importance_score,activation_gap,384,-0.09608925679760498,0.059948313092835485,-0.3498889491709335,1.6845348731661518e-12
features.8.conv.1.0,384,importance_score,mean_gradient,384,0.34660776002798643,2.793471409744496e-12,0.3845876708148249,5.5244709553782464e-15
features.8.conv.2,64,importance_score,phi,64,0.02913631141417712,0.8192226145608694,0.11332417582417582,0.37260626329074786
features.8.conv.2,64,importance_score,gap_y0,64,0.03264311827619814,0.7978997130037457,0.09858058608058606,0.4383446226318234
features.8.conv.2,64,importance_score,gap_y1,64,-0.1210100593801928,0.3408400525683127,-0.05563186813186813,0.6623857401558595
features.8.conv.2,64,importance_score,activation_gap,64,-0.05516699531934033,0.665038332455158,0.022527472527472524,0.8597517627878766
features.8.conv.2,64,importance_score,mean_gradient,64,0.4948638561365409,3.227810634180604e-05,0.5383699633699633,4.462731845285617e-06
features.9.conv.0.0,384,importance_score,phi,384,0.15829011846528865,0.0018622400693312927,0.2175567196588449,1.7006798588637282e-05
features.9.conv.0.0,384,importance_score,gap_y0,384,-0.015174836585470385,0.7669150929124853,-0.005225324087290325,0.9187075414196233
features.9.conv.0.0,384,importance_score,gap_y1,384,-0.00455796413521118,0.9290606351352678,0.022558158115645557,0.6594571474423855
features.9.conv.0.0,384,importance_score,activation_gap,384,-0.009551975896794799,0.8519948350517198,0.009693001613416517,0.8498353758282521
features.9.conv.0.0,384,importance_score,mean_gradient,384,0.38598673452805315,4.322636186360425e-15,0.3877593535991292,3.162473277146321e-15
features.9.conv.1.0,384,importance_score,phi,384,-0.08014758164018436,0.11688847489758523,-0.13399644552424703,0.008561385171570419
features.9.conv.1.0,384,importance_score,gap_y0,384,-0.13424419212855176,0.00843867884633946,-0.2468546534767613,9.702799681156838e-07
features.9.conv.1.0,384,importance_score,gap_y1,384,-0.14436029457103436,0.004589575650937678,-0.2764249162561952,3.654059859642325e-08
features.9.conv.1.0,384,importance_score,activation_gap,384,-0.14232509199353022,0.005203860821436148,-0.2819333787992009,1.896743817347917e-08
features.9.conv.1.0,384,importance_score,mean_gradient,384,0.2780245042940638,3.0250002047056694e-08,0.3862711870872414,4.111730307112946e-15
features.9.conv.2,64,importance_score,phi,64,0.33351693519591136,0.007078474680273261,0.2459249084249084,0.05013383376023943
features.9.conv.2,64,importance_score,gap_y0,64,0.25715445887162597,0.04023519600078367,0.2664377289377289,0.033326765566916224
features.9.conv.2,64,importance_score,gap_y1,64,0.20463759986713417,0.10479240563096731,0.15013736263736263,0.2363527895621827
features.9.conv.2,64,importance_score,activation_gap,64,0.23830052969077925,0.05792734425207827,0.18896520146520146,0.13480072272324992
features.9.conv.2,64,importance_score,mean_gradient,64,0.44144921442825724,0.0002607507470672063,0.3812728937728937,0.0018810790798737785
