channel_index,baseline_eo,pruned_eo,delta_eo_abs,phi,gap_y0,gap_y1,activation_gap,mean_gradient,importance_channel
16,0.22731779732677534,0.22643403500437181,0.0008837623224035307,4.7041232333441607e-07,0.019000145481390063,0.011395694418128904,0.030395839899518967,1.5476207431328806e-05,4.924758911784011e-08
17,0.22731779732677534,0.22234175618873028,0.004976041138045062,3.870341049069599e-06,0.04569878195864728,0.09013565670481678,0.13583443866346406,2.849307647715572e-05,8.88539091192797e-08
18,0.22731779732677534,0.22917975488533648,0.0018619575585611392,3.033702809247628e-06,0.07109367639562895,0.1199007246477228,0.19099440104335175,1.5883726395513767e-05,1.1713249392641956e-07
19,0.22731779732677534,0.2204862974713535,0.006831499855421835,6.077306880665955e-06,0.12688710518937213,0.14174626761844014,0.2686333728078123,2.2623052441864053e-05,5.8848165451763634e-08
20,0.22731779732677534,0.22793205990755425,0.0006142625807789015,8.702973214232999e-07,0.04027614518753139,0.02102034542676107,0.06129649061429246,1.4198159025116738e-05,1.562351457096156e-07
21,0.22731779732677534,0.2253839949120076,0.0019338024147677324,3.250677579149989e-06,0.0902129617651721,0.09662354210571389,0.186836503870886,1.7398514272116657e-05,6.779266925605043e-08
22,0.22731779732677534,0.22855314623387618,0.0012353489071008361,1.6377177167438964e-06,0.04566681688822383,0.061383544973660706,0.10705036186188453,1.529857245001064e-05,8.51781223332182e-08
23,0.22731779732677534,0.23000121934670825,0.0026834220199329073,1.1420632699239832e-06,0.053899459414122636,0.020194175830843656,0.07409363524496629,1.5413783736593917e-05,1.2488617073813657e-07
24,0.22731779732677534,0.23486712070325474,0.0075493233764794,5.002871372144031e-06,0.05553873331150373,0.09687710300567846,0.1524158363171822,3.2823829157312086e-05,1.0041573972330298e-07
25,0.22731779732677534,0.2250467428851488,0.0022710544416265355,3.471994597091883e-06,0.08755588597067589,0.057158012466659386,0.1447138984373353,2.399212953685539e-05,5.493139099144173e-08
26,0.22731779732677534,0.23088280621833773,0.003565008891562388,1.4392380269455768e-06,0.03134880552629307,0.0314598319055259,0.06280863743181897,2.2914651324953855e-05,1.7093624649078265e-07
27,0.22731779732677534,0.22052766604547178,0.006790131281303569,9.47095131385425e-06,0.10448403886207906,0.09808354115606222,0.2025675800181413,4.675452662763736e-05,9.950538526481978e-08
