iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights,perf_rank_n,perf_max_n,phi_rank_n,phi_max_n,score_rank,score_rank_a0.3,score_rank_a0.5,score_rank_a0.7,score_rank_a0.9,score_max,score_max_a0.3,score_max_a0.5,score_max_a0.7,score_max_a0.9
92,features.1,0,active,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,features.1,9,active,0.0,0.0,0.0,0.0,0.0,25,0.125,0.0,0.125,0.0,0.0,-0.049999999999999996,0.0,0.04999999999999999,0.1,0.0,0.0,0.0,0.0,0.0
92,features.1,11,protected,0.0,3.223835e-06,1.85161,1.0,1.0,25,1.0,0.9999999999994599,1.0,0.9999996898105239,0.0,-0.39999999999999997,0.0,0.3999999999999999,0.8,1.550944679906685e-07,-0.3999997828675287,1.550944679906685e-07,0.4000000930564647,0.8000000310184615
92,features.1,13,active,-0.004684,3.047235e-08,0.0001551249,0.0095,0.0001,25,0.875,8.37783874573567e-05,0.875,0.009452202283242698,0.0,-0.3499999999999999,0.0,0.34999999999999987,0.7,-0.00468421194789267,-0.006591408082032682,-0.00468421194789267,-0.0027770158137526606,-0.0008698196796126486
92,features.1,14,active,0.0,0.0,0.0,0.0,0.0,25,0.25,0.0,0.25,0.0,0.0,-0.09999999999999999,0.0,0.09999999999999998,0.2,0.0,0.0,0.0,0.0,0.0
92,features.1,15,active,0.0,0.0,0.0,0.0,0.0,25,0.375,0.0,0.375,0.0,0.0,-0.14999999999999997,0.0,0.14999999999999994,0.30000000000000004,0.0,0.0,0.0,0.0,0.0
92,features.1,16,active,0.0,0.0,5.559938e-09,0.0,0.0,25,0.625,3.002758680282023e-09,0.5,0.0,0.0625,-0.16249999999999998,0.0625,0.2875,0.5125,1.5013793401410115e-09,9.008276040846068e-10,1.5013793401410115e-09,2.101931076197416e-09,2.702482812253821e-09
92,features.1,17,active,0.0,0.0,1.307024e-08,0.0,0.0,25,0.75,7.058851486000259e-09,0.625,0.0,0.0625,-0.21250000000000002,0.0625,0.3374999999999999,0.6125,3.5294257430001294e-09,2.1176554458000774e-09,3.5294257430001294e-09,4.941196040200181e-09,6.3529663374002334e-09
92,features.1,23,active,0.0,0.0,0.0,0.0,0.0,25,0.5,0.0,0.75,0.0,-0.125,-0.3749999999999999,-0.125,0.12499999999999994,0.375,0.0,0.0,0.0,0.0,0.0
92,features.2,7,active,-0.000123,1.19751e-09,9.197062e-07,0.0002,0.0,49,0.0,7.286636950925233e-07,0.0,0.00024655459558486686,0.0,0.0,0.0,0.0,0.0,-0.00012291296594488718,-0.00017236961780087905,-0.00012291296594488718,-7.34563140888953e-05,-2.399966223290341e-05
92,features.2,23,protected,0.0,4.856976e-06,1.262182,1.0,1.0,49,1.0,0.9999999999992076,1.0,0.9999997941106165,0.0,-0.39999999999999997,0.0,0.3999999999999999,0.8,1.0294429558799223e-07,-0.39999985587766923,1.0294429558799223e-07,0.4000000617662603,0.8000000205882253
92,features.2,55,active,-0.020098,2.070572e-07,0.003073636,0.0426,0.0024,49,0.5,0.0024351765434759524,0.5,0.04263087924855317,0.0,-0.19999999999999998,0.0,0.19999999999999996,0.4,-0.02009785135253861,-0.02911106251094443,-0.02009785135253861,-0.011084640194132786,-0.002071429035726959
92,features.3,19,active,-0.103659,4.873746e-07,0.003585722,0.9624,0.7551,57,0.75,0.7551141044064904,0.75,0.962432945595218,0.0,-0.29999999999999993,0.0,0.2999999999999999,0.6000000000000001,-0.10365942059436378,-0.4471688305947054,-0.10365942059436378,0.2398499894059778,0.5833593994063196
