layer,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,phi,perf
features.10.conv.1.0,0,0.22893262511892457,0.22893262511892457,0.0,0.0,0.0,0.0
features.10.conv.1.0,1,0.22893262511892457,0.22473319289516777,-0.004199432223756794,0.004199432223756794,3.105951407178509e-08,2.947747379522525e-09
features.10.conv.1.0,2,0.22893262511892457,0.22843642000149023,-0.0004962051174343396,0.0004962051174343396,1.4255051361544702e-08,1.903067925468349e-09
features.10.conv.1.0,3,0.22893262511892457,0.22604840006602572,-0.0028842250528988422,0.0028842250528988422,6.560934195931623e-08,4.385852792054834e-10
features.10.conv.1.0,4,0.22893262511892457,0.22739654391225855,-0.0015360812066660123,0.0015360812066660123,1.1983490644240646e-08,7.890469611027129e-09
features.10.conv.1.0,5,0.22893262511892457,0.22894020862533165,7.583506407088381e-06,7.583506407088381e-06,1.6750853149005707e-08,2.0857591209733073e-08
features.10.conv.1.0,6,0.22893262511892457,0.22907011205622177,0.0001374869372972043,0.0001374869372972043,2.070782123553272e-08,2.7227926580053463e-09
features.10.conv.1.0,7,0.22893262511892457,0.22654166615255006,-0.0023909589663745068,0.0023909589663745068,7.350579522835687e-08,1.6458969298582815e-08
features.10.conv.1.0,8,0.22893262511892457,0.22879826564650438,-0.00013435947242018687,0.00013435947242018687,8.838604514949111e-09,8.53842596626464e-09
features.10.conv.1.0,9,0.22893262511892457,0.22866895289802977,-0.00026367222089479503,0.00026367222089479503,1.9597464984144608e-08,2.2411605016259273e-08
features.10.conv.1.0,10,0.22893262511892457,0.22186690677434098,-0.0070657183445835825,0.0070657183445835825,6.541753094779779e-08,1.3820419253463001e-09
features.10.conv.1.0,11,0.22893262511892457,0.22828312584964217,-0.0006494992692823998,0.0006494992692823998,1.813787164905989e-08,3.382402802287743e-09
features.10.conv.1.0,12,0.22893262511892457,0.22724237309472448,-0.0016902520242000896,0.0016902520242000896,2.1289769946974957e-08,2.664392484419409e-09
features.10.conv.1.0,13,0.22893262511892457,0.22854447061476513,-0.0003881545041594381,0.0003881545041594381,9.75676499592737e-08,2.1250385895399404e-09
features.10.conv.1.0,14,0.22893262511892457,0.22747789767325824,-0.0014547274456663262,0.0014547274456663262,8.137754292647514e-08,8.821994246233089e-10
features.10.conv.1.0,15,0.22893262511892457,0.2305663354358639,0.0016337103169393463,0.0016337103169393463,3.581401841756815e-08,1.4652058455411066e-09
features.10.conv.1.0,16,0.22893262511892457,0.22959653296730986,0.0006639078483852978,0.0006639078483852978,2.5003199510820195e-08,2.756063821607313e-09
features.10.conv.1.0,17,0.22893262511892457,0.23047491306317605,0.0015422879442514859,0.0015422879442514859,6.041650379984276e-08,1.0607883460522771e-08
features.10.conv.1.0,18,0.22893262511892457,0.22837893156974853,-0.000553693549176032,0.000553693549176032,6.230659987949139e-09,3.0162317088411328e-09
features.10.conv.1.0,19,0.22893262511892457,0.22852092141359165,-0.00041170370533291645,0.00041170370533291645,8.02229926932796e-09,1.6840395744566194e-09
features.10.conv.1.0,20,0.22893262511892457,0.2265401492851274,-0.002392475833797175,0.002392475833797175,4.234228256905226e-08,7.353795350439896e-09
features.10.conv.1.0,21,0.22893262511892457,0.23040387350569655,0.0014712483867719839,0.0014712483867719839,2.1613880463178248e-08,3.810356918876323e-09
features.10.conv.1.0,22,0.22893262511892457,0.22846369396673102,-0.0004689311521935413,0.0004689311521935413,4.4870656523698926e-08,1.0214340484537843e-09
features.10.conv.1.0,23,0.22893262511892457,0.22798703788237662,-0.0009455872365479456,0.0009455872365479456,3.3778718488974846e-08,4.033575695672198e-09
features.10.conv.1.0,24,0.22893262511892457,0.2289021509946953,-3.0474124229268318e-05,3.0474124229268318e-05,1.3448173241670247e-08,2.1986452658495637e-09
features.10.conv.1.0,25,0.22893262511892457,0.2275030399209779,-0.00142958519794667,0.00142958519794667,1.4730149189290387e-07,3.064007936259827e-09
features.10.conv.1.0,26,0.22893262511892457,0.22867978342844106,-0.00025284169048350735,0.00025284169048350735,3.2740661737307164e-08,1.6252612589084947e-09
features.10.conv.1.0,27,0.22893262511892457,0.23254940919100425,0.0036167840720796873,0.0036167840720796873,4.181038448791696e-08,9.651206944738533e-09
features.10.conv.1.0,28,0.22893262511892457,0.2286672490669902,-0.0002653760519343573,0.0002653760519343573,1.8686295177872125e-08,4.416056409439761e-09
features.10.conv.1.0,29,0.22893262511892457,0.22927186034331856,0.00033923522439399667,0.00033923522439399667,1.012663801702729e-07,5.16614528933701e-10
features.10.conv.1.0,30,0.22893262511892457,0.23410625242973432,0.005173627310809753,0.005173627310809753,2.1487265655650845e-07,8.685463459556786e-10
features.10.conv.1.0,31,0.22893262511892457,0.228857768394499,-7.485672442555935e-05,7.485672442555935e-05,2.1659806392904102e-08,4.639897355218636e-09
features.10.conv.1.0,32,0.22893262511892457,0.2285359688672784,-0.00039665625164617135,0.00039665625164617135,2.143409361110571e-08,1.4419101468376994e-09
