layer,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,phi,perf
features.2.conv.1.0,0,0.22893262511892457,0.22844895303578835,-0.0004836720831362107,0.0004836720831362107,1.7752623193700856e-07,2.5473454456914624e-09
features.2.conv.1.0,1,0.22893262511892457,0.22471404807733283,-0.004218577041591731,0.004218577041591731,9.568796599523921e-08,2.844045221550573e-09
features.2.conv.1.0,2,0.22893262511892457,0.22864392840482728,-0.00028869671409728626,0.00028869671409728626,5.625414800647377e-09,1.390624447594746e-06
features.2.conv.1.0,3,0.22893262511892457,0.2734478503148545,0.04451522519592996,0.04451522519592996,4.2258096755176666e-07,7.104338237695629e-07
features.2.conv.1.0,4,0.22893262511892457,0.23446970386003807,0.005537078741113505,0.005537078741113505,6.787673978436715e-09,9.818019179874682e-07
features.2.conv.1.0,5,0.22893262511892457,0.2380859646541917,0.009153339535267146,0.009153339535267146,9.504048215092098e-09,2.523337343518506e-07
features.2.conv.1.0,6,0.22893262511892457,0.2281876266522799,-0.0007449984666446641,0.0007449984666446641,8.096514392263998e-08,3.423193106755207e-08
features.2.conv.1.0,7,0.22893262511892457,0.22816390706449396,-0.0007687180544306005,0.0007687180544306005,3.904614409577789e-10,4.774628692416627e-09
features.2.conv.1.0,8,0.22893262511892457,0.23072951756616333,0.0017968924472387682,0.0017968924472387682,1.519780568060014e-07,3.071015441946656e-08
features.2.conv.1.0,9,0.22893262511892457,0.22755583068182672,-0.0013767944370978447,0.0013767944370978447,8.910976401210746e-10,1.0506972358825806e-07
features.2.conv.1.0,10,0.22893262511892457,0.2270984184349608,-0.0018342066839637516,0.0018342066839637516,4.2573315539584655e-08,8.212139412933084e-09
features.2.conv.1.0,11,0.22893262511892457,0.23186800653977294,0.002935381420848371,0.002935381420848371,6.0569902871066e-08,1.0957794671639931e-08
features.2.conv.1.0,12,0.22893262511892457,0.23134005649997613,0.002407431381051567,0.002407431381051567,3.6798484259747966e-09,3.165326234011445e-06
features.2.conv.1.0,13,0.22893262511892457,0.22881518731784306,-0.0001174378010815047,0.0001174378010815047,1.752385259123912e-08,3.1225829388858983e-07
