layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.10.conv.1.0,features.10,0,0.22893262511892457,0.22893262511892457,0.0,0.0,0.827492596248766,0.827492596248766,0.0,0.0,0.0,0.0
features.10.conv.1.0,features.10,1,0.22893262511892457,0.22473319289516777,-0.004199432223756794,0.004199432223756794,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,3.105951407178509e-08,4.47684478377397e-09
features.10.conv.1.0,features.10,2,0.22893262511892457,0.22843642000149023,-0.0004962051174343396,0.0004962051174343396,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,1.4255051361544702e-08,2.234119667043899e-09
features.10.conv.1.0,features.10,3,0.22893262511892457,0.22941134238454777,0.0004787172656232075,0.0004787172656232075,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,6.560934195931623e-08,8.104153320642737e-10
features.10.conv.1.0,features.10,4,0.22893262511892457,0.22739654391225855,-0.0015360812066660123,0.0015360812066660123,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,1.1983490644240646e-08,8.48885986504122e-09
features.10.conv.1.0,features.10,5,0.22893262511892457,0.22900245962134758,6.98345024230107e-05,6.98345024230107e-05,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,1.6750853149005707e-08,2.1697210556004265e-08
features.10.conv.1.0,features.10,6,0.22893262511892457,0.22907011205622177,0.0001374869372972043,0.0001374869372972043,0.827492596248766,0.827492596248766,0.0,0.0,2.070782123553272e-08,3.504837475798439e-09
features.10.conv.1.0,features.10,7,0.22893262511892457,0.22654166615255006,-0.0023909589663745068,0.0023909589663745068,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,7.350579522835687e-08,1.9642962256760654e-08
features.10.conv.1.0,features.10,8,0.22893262511892457,0.23021010584601964,0.001277480727095076,0.001277480727095076,0.827492596248766,0.8263079960513326,-0.001184600197433383,0.001184600197433383,8.838604514949111e-09,1.1736299543319006e-08
features.10.conv.1.0,features.10,9,0.22893262511892457,0.22823423901574721,-0.0006983861031773508,0.0006983861031773508,0.827492596248766,0.827492596248766,0.0,0.0,1.9597464984144608e-08,2.3324397996349333e-08
features.10.conv.1.0,features.10,10,0.22893262511892457,0.2290023400622203,6.971494329574557e-05,6.971494329574557e-05,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,6.541753094779779e-08,1.7573257987679725e-09
features.10.conv.1.0,features.10,11,0.22893262511892457,0.22828312584964217,-0.0006494992692823998,0.0006494992692823998,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,1.813787164905989e-08,3.895008177101644e-09
features.10.conv.1.0,features.10,12,0.22893262511892457,0.22724237309472448,-0.0016902520242000896,0.0016902520242000896,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.1289769946974957e-08,3.1212674805880525e-09
features.10.conv.1.0,features.10,13,0.22893262511892457,0.22851717694075707,-0.00041544817816749346,0.00041544817816749346,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,9.75676499592737e-08,3.3246399522290915e-09
