layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.17.conv.1.0,features.17,0,0.22893262511892457,0.22585673926867805,-0.0030758858502465125,0.0030758858502465125,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,4.865770364403943e-08,4.245177995590432e-09
features.17.conv.1.0,features.17,1,0.22893262511892457,0.22968529816770242,0.0007526730487778521,0.0007526730487778521,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,1.5470125447336613e-07,2.355016841260049e-10
features.17.conv.1.0,features.17,2,0.22893262511892457,0.2257411493597063,-0.0031914757592182708,0.0031914757592182708,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,4.4612880856220727e-07,1.7171201960319848e-09
features.17.conv.1.0,features.17,3,0.22893262511892457,0.22842590261059778,-0.0005067225083267846,0.0005067225083267846,0.827492596248766,0.8281836130306022,0.0006910167818361401,0.0006910167818361401,1.71227384271333e-07,2.6770469452319645e-09
features.17.conv.1.0,features.17,4,0.22893262511892457,0.23293071146621946,0.003998086347294899,0.003998086347294899,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,2.7543833880372404e-07,6.4611131722625e-10
features.17.conv.1.0,features.17,5,0.22893262511892457,0.23062733318465478,0.001694708065730216,0.001694708065730216,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,3.5169298939763394e-07,9.42503089462754e-10
features.17.conv.1.0,features.17,6,0.22893262511892457,0.22871063544237327,-0.00022198967655129298,0.00022198967655129298,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,7.277911606706766e-08,5.5636828477645395e-11
features.17.conv.1.0,features.17,7,0.22893262511892457,0.22888103822917688,-5.158688974768455e-05,5.158688974768455e-05,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,8.219925007324491e-08,7.12652090117949e-11
features.17.conv.1.0,features.17,8,0.22893262511892457,0.22563347134651227,-0.0032991537724123,0.0032991537724123,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.7158050980015105e-07,5.331248845164005e-10
features.17.conv.1.0,features.17,9,0.22893262511892457,0.22756580904849516,-0.0013668160704294052,0.0013668160704294052,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,9.894104380236968e-08,3.1703862105048053e-10
features.17.conv.1.0,features.17,10,0.22893262511892457,0.22846975927856264,-0.0004628658403619257,0.0004628658403619257,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.1270653860483435e-07,8.906021267685027e-10
features.17.conv.1.0,features.17,11,0.22893262511892457,0.22758080963716618,-0.0013518154817583894,0.0013518154817583894,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,1.7892156733978481e-07,8.389408820419497e-10
features.17.conv.1.0,features.17,12,0.22893262511892457,0.22817805598586835,-0.0007545691330562154,0.0007545691330562154,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.516119851885378e-07,3.0151980218162677e-10
features.17.conv.1.0,features.17,13,0.22893262511892457,0.23098787608211152,0.0020552509631869553,0.0020552509631869553,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,7.097034426806204e-08,1.525251626388613e-10
features.17.conv.1.0,features.17,14,0.22893262511892457,0.2261482100598924,-0.0027844150590321526,0.0027844150590321526,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,2.1291742768880795e-07,1.1927263135480537e-09
features.17.conv.1.0,features.17,15,0.22893262511892457,0.22098709740176622,-0.00794552771715834,0.00794552771715834,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,4.374883530999796e-07,2.5072702802830804e-09
