layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.4.conv.1.0,features.4,0,0.22893262511892457,0.22168337512439903,-0.007249249994525531,0.007249249994525531,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,1.7678819119737454e-07,1.933563584799458e-07
features.4.conv.1.0,features.4,1,0.22893262511892457,0.22869433210614487,-0.0002382930127796945,0.0002382930127796945,0.827492596248766,0.8269990128331688,-0.000493583415597243,0.000493583415597243,5.50782219832513e-09,8.113020905087254e-08
features.4.conv.1.0,features.4,2,0.22893262511892457,0.2320070356771423,0.0030744105582177217,0.0030744105582177217,0.827492596248766,0.8265547877591313,-0.0009378084896347616,0.0009378084896347616,1.2559529238842515e-07,1.1507068520266728e-08
features.4.conv.1.0,features.4,3,0.22893262511892457,0.22957276435664892,0.000640139237724352,0.000640139237724352,0.827492596248766,0.827492596248766,0.0,0.0,2.755121499831148e-07,3.975674012224317e-08
features.4.conv.1.0,features.4,4,0.22893262511892457,0.2303164350773469,0.0013838099584223273,0.0013838099584223273,0.827492596248766,0.8265547877591313,-0.0009378084896347616,0.0009378084896347616,1.5258065388934483e-07,1.8743940843890528e-08
features.4.conv.1.0,features.4,5,0.22893262511892457,0.2318237049118758,0.0028910797929512233,0.0028910797929512233,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,7.016775160906263e-09,2.192906012332685e-08
features.4.conv.1.0,features.4,6,0.22893262511892457,0.22677479288225688,-0.002157832236667684,0.002157832236667684,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,2.292134979597904e-07,1.7666046492337273e-07
features.4.conv.1.0,features.4,7,0.22893262511892457,0.2322604821332862,0.0033278570143616404,0.0033278570143616404,0.827492596248766,0.8269990128331688,-0.000493583415597243,0.000493583415597243,3.371207810687338e-07,9.184994276267844e-08
features.4.conv.1.0,features.4,8,0.22893262511892457,0.2365074252528227,0.007574800133898135,0.007574800133898135,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,1.1558428525404452e-07,6.788246587063895e-08
features.4.conv.1.0,features.4,9,0.22893262511892457,0.22551842973284486,-0.0034141953860797047,0.0034141953860797047,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,8.630112802165968e-08,1.293440687888392e-08
