layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.9.conv.1.0,features.9,0,0.22893262511892457,0.22755012272022432,-0.0013825023987002472,0.0013825023987002472,0.827492596248766,0.8279861796643633,0.000493583415597243,0.000493583415597243,4.921443874650322e-08,1.789065459667505e-08
features.9.conv.1.0,features.9,1,0.22893262511892457,0.22792490644548796,-0.0010077186734366028,0.0010077186734366028,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,1.6067266628283505e-08,2.155730305375414e-08
features.9.conv.1.0,features.9,2,0.22893262511892457,0.22881174804059992,-0.00012087707832464378,0.00012087707832464378,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.4350025168141656e-08,8.341037041614818e-09
features.9.conv.1.0,features.9,3,0.22893262511892457,0.2306058582567425,0.0016732331378179477,0.0016732331378179477,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.6057857266105202e-08,1.494078055719328e-08
features.9.conv.1.0,features.9,4,0.22893262511892457,0.22916992190689106,0.00023729678796649556,0.00023729678796649556,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,1.8868151485662565e-08,1.6597683227814741e-09
features.9.conv.1.0,features.9,5,0.22893262511892457,0.228830142368651,-0.00010248275027355258,0.00010248275027355258,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,3.156168659756986e-08,4.22057087057226e-08
features.9.conv.1.0,features.9,6,0.22893262511892457,0.2289432892251928,1.0664106268237772e-05,1.0664106268237772e-05,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,9.506645426426985e-08,3.462777264928718e-08
features.9.conv.1.0,features.9,7,0.22893262511892457,0.22826601721468662,-0.000666607904237948,0.000666607904237948,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.1741930094899544e-08,1.1659558318832808e-09
features.9.conv.1.0,features.9,8,0.22893262511892457,0.23086261565636826,0.0019299905374436932,0.0019299905374436932,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,2.5982330953411292e-08,8.820156216504671e-09
features.9.conv.1.0,features.9,9,0.22893262511892457,0.22992605477238573,0.0009934296534611642,0.0009934296534611642,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,3.848559160246623e-08,4.93685786695508e-09
features.9.conv.1.0,features.9,10,0.22893262511892457,0.2334301566566233,0.004497531537698746,0.004497531537698746,0.827492596248766,0.8263573543928924,-0.0011352418558736588,0.0011352418558736588,4.3593072263092836e-08,8.069239487706881e-08
features.9.conv.1.0,features.9,11,0.22893262511892457,0.22840902647712213,-0.0005235986418024308,0.0005235986418024308,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,6.372153471545516e-09,6.108989605846382e-08
features.9.conv.1.0,features.9,12,0.22893262511892457,0.22930676996960425,0.0003741448506796863,0.0003741448506796863,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,3.9674961982427703e-08,5.4691298018161305e-09
features.9.conv.1.0,features.9,13,0.22893262511892457,0.2290000178960704,6.739277714584713e-05,6.739277714584713e-05,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,2.050498970618264e-08,2.4996748282379855e-09
features.9.conv.1.0,features.9,14,0.22893262511892457,0.2322220689570308,0.0032894438381062263,0.0032894438381062263,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,2.1451381115866752e-08,1.6424446580565188e-07
features.9.conv.1.0,features.9,15,0.22893262511892457,0.2256864091759859,-0.0032462159429386683,0.0032462159429386683,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,2.7729235796414287e-08,2.3918751007601102e-08
features.9.conv.1.0,features.9,16,0.22893262511892457,0.2292092822850848,0.00027665716616023794,0.00027665716616023794,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.0264621980459196e-08,5.177252418442357e-09
features.9.conv.1.0,features.9,17,0.22893262511892457,0.22970122494138065,0.0007685998224560842,0.0007685998224560842,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,2.0437387604488322e-07,2.7294624893592356e-09
features.9.conv.1.0,features.9,18,0.22893262511892457,0.22905682191536508,0.00012419679644051773,0.00012419679644051773,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,3.0425869823602625e-08,1.121779144575008e-07
