layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.11.conv.1.0,features.11,0,0.22893262511892457,0.2358220307116854,0.006889405592760828,0.006889405592760828,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,6.333915081313535e-08,8.38376804646046e-08
features.11.conv.1.0,features.11,1,0.22893262511892457,0.22188927376098816,-0.007043351357936406,0.007043351357936406,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,6.711242406254314e-08,8.717708599448315e-08
features.11.conv.1.0,features.11,2,0.22893262511892457,0.22525336020365463,-0.003679264915269931,0.003679264915269931,0.827492596248766,0.8279861796643633,0.000493583415597243,0.000493583415597243,5.5502987095223943e-08,7.737835261423243e-09
features.11.conv.1.0,features.11,3,0.22893262511892457,0.22197460748486783,-0.006958017634056735,0.006958017634056735,0.827492596248766,0.8258144126357354,-0.001678183613030626,0.001678183613030626,1.6900665400498838e-07,2.3800004522733786e-08
features.11.conv.1.0,features.11,4,0.22893262511892457,0.22799663703218936,-0.0009359880867352011,0.0009359880867352011,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,5.272849890047837e-08,2.577638158474116e-08
features.11.conv.1.0,features.11,5,0.22893262511892457,0.2306133975524392,0.001680772433514638,0.001680772433514638,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,9.271222012330327e-08,2.3119650638392386e-09
features.11.conv.1.0,features.11,6,0.22893262511892457,0.2310842055765902,0.0021515804576656417,0.0021515804576656417,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,9.548533341785514e-08,9.856054961066008e-08
features.11.conv.1.0,features.11,7,0.22893262511892457,0.22613797070834285,-0.002794654410581715,0.002794654410581715,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,2.053339898111517e-07,9.142366552694625e-08
features.11.conv.1.0,features.11,8,0.22893262511892457,0.22393449968355353,-0.004998125435371037,0.004998125435371037,0.827492596248766,0.8250246791707798,-0.0024679170779862147,0.0024679170779862147,1.107219489426825e-07,8.639277215838348e-08
features.11.conv.1.0,features.11,9,0.22893262511892457,0.24719560847483985,0.01826298335591528,0.01826298335591528,0.827492596248766,0.8264067127344521,-0.0010858835143139345,0.0010858835143139345,6.77405722626645e-08,2.0936065348031718e-07
features.11.conv.1.0,features.11,10,0.22893262511892457,0.2272405028395419,-0.001692122279382674,0.001692122279382674,0.827492596248766,0.8281836130306022,0.0006910167818361401,0.0006910167818361401,1.410370344956391e-07,1.9158508690608755e-07
features.11.conv.1.0,features.11,11,0.22893262511892457,0.23113192843437602,0.0021993033154514563,0.0021993033154514563,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,1.0834673958015628e-07,4.269108788701459e-09
features.11.conv.1.0,features.11,12,0.22893262511892457,0.23227725360423718,0.003344628485312612,0.003344628485312612,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,8.557716313362107e-08,1.8230412734965284e-09
features.11.conv.1.0,features.11,13,0.22893262511892457,0.22847566082055662,-0.0004569642983679456,0.0004569642983679456,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,3.607918586112646e-08,1.14774746651225e-09
features.11.conv.1.0,features.11,14,0.22893262511892457,0.2274466139345835,-0.0014860111843410517,0.0014860111843410517,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,9.792196209446047e-08,4.283573773466998e-09
features.11.conv.1.0,features.11,15,0.22893262511892457,0.22896898107638053,3.635595745596354e-05,3.635595745596354e-05,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,2.303993440477825e-08,7.491488140942693e-08
features.11.conv.1.0,features.11,16,0.22893262511892457,0.23334923362747342,0.004416608508548858,0.004416608508548858,0.827492596248766,0.8263079960513326,-0.001184600197433383,0.001184600197433383,8.914405924542734e-08,1.971929119992666e-08
features.11.conv.1.0,features.11,17,0.22893262511892457,0.22809154191892683,-0.0008410831999977331,0.0008410831999977331,0.827492596248766,0.8264067127344521,-0.0010858835143139345,0.0010858835143139345,1.877305635389348e-07,1.8030719561856756e-07
features.11.conv.1.0,features.11,18,0.22893262511892457,0.22772213610448222,-0.0012104890144423452,0.0012104890144423452,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,5.324637797343712e-08,5.322725477041601e-08
features.11.conv.1.0,features.11,19,0.22893262511892457,0.22747388922697706,-0.0014587358919475046,0.0014587358919475046,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,3.592025521470532e-08,6.215769121631354e-09
features.11.conv.1.0,features.11,20,0.22893262511892457,0.22298856019533564,-0.0059440649235889265,0.0059440649235889265,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,5.322435114862856e-08,1.9038911780455692e-08
features.11.conv.1.0,features.11,21,0.22893262511892457,0.22125136345582844,-0.007681261663096128,0.007681261663096128,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,3.9312720190309847e-08,6.187824563852473e-08
features.11.conv.1.0,features.11,22,0.22893262511892457,0.23037543689149945,0.0014428117725748812,0.0014428117725748812,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,2.963264300603896e-08,1.5987911383685827e-08
features.11.conv.1.0,features.11,23,0.22893262511892457,0.22897674806139257,4.412294246800008e-05,4.412294246800008e-05,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,2.0808279543871322e-07,2.5718636109672843e-09
features.11.conv.1.0,features.11,24,0.22893262511892457,0.2267461679772902,-0.0021864571416343737,0.0021864571416343737,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.1756627316117374e-07,5.375460632173201e-08
features.11.conv.1.0,features.11,25,0.22893262511892457,0.2216973102601682,-0.007235314858756364,0.007235314858756364,0.827492596248766,0.8282823297137216,0.0007897334649555887,0.0007897334649555887,1.8373498278378975e-07,2.6206436465336935e-07
features.11.conv.1.0,features.11,26,0.22893262511892457,0.22817429180426654,-0.0007583333146580218,0.0007583333146580218,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,1.5385811735768584e-08,3.692443240055354e-08
features.11.conv.1.0,features.11,27,0.22893262511892457,0.22798071158566385,-0.000951913533260712,0.000951913533260712,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,5.147863646470796e-08,8.278650986959235e-09
features.11.conv.1.0,features.11,28,0.22893262511892457,0.22919449581627904,0.0002618706973544771,0.0002618706973544771,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,1.1925482112928876e-07,1.159043763743206e-09
features.11.conv.1.0,features.11,29,0.22893262511892457,0.22856800805109895,-0.00036461706782561776,0.00036461706782561776,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,2.9132284140587217e-08,3.243990609469449e-08
