layer,block,channel,baseline_eo_all,pruned_eo_all,delta_eo_all,delta_eo_all_abs,phi,perf
features.13.conv.1.0,features.13,0,0.17054892370443422,0.17018561324366116,-0.00036331046077306417,0.00036331046077306417,4.7781476553154796e-08,2.023191378319744e-09
features.13.conv.1.0,features.13,1,0.17054892370443422,0.17329156542450197,0.0027426417200677455,0.0027426417200677455,1.2802130022748772e-08,9.341113155203473e-08
features.13.conv.1.0,features.13,2,0.17054892370443422,0.17081573296632116,0.00026680926188693554,0.00026680926188693554,2.4418508104417924e-08,1.7111167649463965e-08
features.13.conv.1.0,features.13,3,0.17054892370443422,0.16969237252582853,-0.0008565511786056967,0.0008565511786056967,7.949795133299632e-08,1.406295718764383e-09
features.13.conv.1.0,features.13,4,0.17054892370443422,0.16986915377521036,-0.0006797699292238613,0.0006797699292238613,9.487825280984909e-08,2.9849411498084066e-08
features.13.conv.1.0,features.13,5,0.17054892370443422,0.17079071420165307,0.00024179049721884116,0.00024179049721884116,9.127715117074332e-08,8.261215184157678e-10
features.13.conv.1.0,features.13,6,0.17054892370443422,0.17025397791748503,-0.00029494578694919116,0.00029494578694919116,1.1030053315153054e-08,5.7735423747429244e-08
features.13.conv.1.0,features.13,7,0.17054892370443422,0.17094476022620875,0.000395836521774523,0.000395836521774523,9.573243886507045e-08,9.722050942073679e-10
features.13.conv.1.0,features.13,8,0.17054892370443422,0.17071887893340487,0.0001699552289706474,0.0001699552289706474,4.5371955081918713e-08,2.657228923008681e-09
features.13.conv.1.0,features.13,9,0.17054892370443422,0.17440997221256055,0.0038610485081263246,0.0038610485081263246,1.6624687182442699e-09,5.0803142526145714e-09
features.13.conv.1.0,features.13,10,0.17054892370443422,0.1689425406366025,-0.0016063830678317292,0.0016063830678317292,7.02201390367918e-08,3.4920928787540717e-09
features.13.conv.1.0,features.13,11,0.17054892370443422,0.1707194837794234,0.0001705600749891678,0.0001705600749891678,3.406111659387534e-08,2.937088967869261e-09
features.13.conv.1.0,features.13,12,0.17054892370443422,0.16899873002819146,-0.0015501936762427615,0.0015501936762427615,3.3475608063326945e-08,7.179522698574914e-09
