iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights,perf_rank_n,perf_max_n,phi_rank_n,phi_max_n,score_rank,score_rank_a0.3,score_rank_a0.5,score_rank_a0.7,score_rank_a0.9,score_max,score_max_a0.3,score_max_a0.5,score_max_a0.7,score_max_a0.9
56,features.1,0,active,0.066667,0.0,0.0,0.0,0.2222,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,features.1,4,protected,-0.4,1.079105e-05,0.08720293,1.0,1.0,25,1.0,0.9999999999885324,1.0,0.9999999073306206,-0.39999999999999997,-0.39999999999999997,0.0,0.3999999999999999,0.8,-0.39999993513487475,-0.39999993513487475,4.6328955893848445e-08,0.4000000277927864,0.8000000092566171
56,features.1,6,active,-0.355556,1.803185e-06,0.06770002,0.8889,0.8889,25,0.8888888888888888,0.776350290055892,0.8888888888888888,0.1671000350197585,-0.35555555555555546,-0.35555555555555546,0.0,0.3555555555555554,0.711111111111111,0.11593506250293663,0.11593506250293663,0.3046251275180667,0.4933151925331968,0.682005257548327
56,features.1,9,active,-0.133333,0.0,0.0,0.3333,0.3333,25,0.1111111111111111,0.0,0.1111111111111111,0.0,-0.04444444444444443,-0.04444444444444443,0.0,0.044444444444444425,0.08888888888888888,0.0,0.0,0.0,0.0,0.0
56,features.1,13,active,-0.311111,1.451001e-07,0.00513454,0.7778,0.7778,25,0.7777777777777778,0.058880361014717275,0.7777777777777778,0.01344633622804674,-0.31111111111111106,-0.31111111111111106,0.0,0.311111111111111,0.6222222222222223,0.008251672944782466,0.008251672944782466,0.02271701239333527,0.03718235184188807,0.051647691290440875
56,features.1,14,active,-0.122222,0.0,0.0,0.2222,0.1111,25,0.2222222222222222,0.0,0.2222222222222222,0.0,-0.08888888888888886,-0.08888888888888886,0.0,0.08888888888888885,0.17777777777777776,0.0,0.0,0.0,0.0,0.0
56,features.1,15,active,-0.388889,0.0,0.0,0.5556,0.0,25,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.1333333333333333,-0.1333333333333333,0.0,0.1333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0
56,features.1,16,active,0.122222,0.0,1.042906e-09,0.1111,0.6667,25,0.6666666666666666,1.1959529341365484e-08,0.4444444444444444,0.0,-0.11111111111111108,-0.11111111111111108,0.1111111111111111,0.33333333333333326,0.5555555555555556,3.587858802409645e-09,3.587858802409645e-09,5.979764670682742e-09,8.371670538955839e-09,1.0763576407228935e-08
56,features.1,17,active,-0.144444,0.0,4.626099e-10,0.4444,0.5556,25,0.5555555555555556,5.3049811513752465e-09,0.5555555555555556,0.0,-0.22222222222222224,-0.22222222222222224,0.0,0.2222222222222222,0.4444444444444445,1.591494345412574e-09,1.591494345412574e-09,2.6524905756876232e-09,3.7134868059626723e-09,4.774483036237722e-09
56,features.1,23,active,-0.333333,0.0,2.702172e-12,0.6667,0.4444,25,0.4444444444444444,3.098716981148469e-11,0.6666666666666666,0.0,-0.33333333333333326,-0.33333333333333326,-0.1111111111111111,0.11111111111111105,0.3333333333333333,9.296150943445405e-12,9.296150943445405e-12,1.5493584905742344e-11,2.169101886803928e-11,2.788845283033622e-11
