layer,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,phi,perf
features.16.conv.1.0,0,0.22893262511892457,0.22950136612178745,0.0005687410028628881,0.0005687410028628881,4.0763136865962224e-08,6.124183382638648e-10
features.16.conv.1.0,1,0.22893262511892457,0.22900271927907592,7.009416015135717e-05,7.009416015135717e-05,2.993993319932997e-08,2.2698672108578677e-10
features.16.conv.1.0,2,0.22893262511892457,0.22816175132248723,-0.000770873796437338,0.000770873796437338,3.110132240635721e-08,6.540215036210384e-09
features.16.conv.1.0,3,0.22893262511892457,0.22793004293699584,-0.001002582181928724,0.001002582181928724,7.366297438693437e-08,9.191353234072608e-11
features.16.conv.1.0,4,0.22893262511892457,0.22507108296590422,-0.003861542153020342,0.003861542153020342,2.0511025411451556e-07,8.827613307005322e-09
features.16.conv.1.0,5,0.22893262511892457,0.23049339846695327,0.0015607733480287045,0.0015607733480287045,6.855704270947172e-08,1.4634237155419783e-09
features.16.conv.1.0,6,0.22893262511892457,0.22887719919560437,-5.5425923320195913e-05,5.5425923320195913e-05,8.85146000939585e-09,9.713551490930783e-11
features.16.conv.1.0,7,0.22893262511892457,0.22920359619010885,0.0002709710711842894,0.0002709710711842894,1.2556903072891146e-07,4.181420543147851e-09
features.16.conv.1.0,8,0.22893262511892457,0.20513978687701723,-0.023792838241907338,0.023792838241907338,2.1825664475727535e-07,2.950297339765484e-09
features.16.conv.1.0,9,0.22893262511892457,0.23237360363818965,0.0034409785192650866,0.0034409785192650866,1.2056598563958687e-07,1.5418983423387544e-08
features.16.conv.1.0,10,0.22893262511892457,0.22964103512663347,0.0007084100077089095,0.0007084100077089095,3.211872297015361e-07,6.030512089694184e-09
features.16.conv.1.0,11,0.22893262511892457,0.23955020001175845,0.010617574892833881,0.010617574892833881,5.39110828867706e-07,1.1835438185059388e-09
features.16.conv.1.0,12,0.22893262511892457,0.22744801257003164,-0.0014846125488929274,0.0014846125488929274,2.5193997998940176e-08,5.640519606942007e-09
features.16.conv.1.0,13,0.22893262511892457,0.22934947060538752,0.0004168454864629523,0.0004168454864629523,1.2609585553491343e-07,5.521347379300323e-09
features.16.conv.1.0,14,0.22893262511892457,0.23458148488025127,0.005648859761326702,0.005648859761326702,2.914227650308021e-07,5.414187986829688e-10
features.16.conv.1.0,15,0.22893262511892457,0.22927442691734512,0.0003418017984205546,0.0003418017984205546,3.79969691266524e-08,4.004145015557015e-09
features.16.conv.1.0,16,0.22893262511892457,0.23072981246890537,0.0017971873499808,0.0017971873499808,2.1244865422431758e-07,3.851615915095863e-09
features.16.conv.1.0,17,0.22893262511892457,0.2224255508253118,-0.0065070742936127746,0.0065070742936127746,1.7656044803970872e-07,1.6594542406878077e-10
features.16.conv.1.0,18,0.22893262511892457,0.22778101919021376,-0.0011516059287108027,0.0011516059287108027,1.746141720104788e-08,3.5744420756600448e-09
features.16.conv.1.0,19,0.22893262511892457,0.22368579987331216,-0.005246825245612402,0.005246825245612402,2.2497428631140792e-07,1.6865178142921877e-09
features.16.conv.1.0,20,0.22893262511892457,0.22958830396954394,0.0006556788506193734,0.0006556788506193734,8.086849589972189e-08,9.732613326374207e-11
features.16.conv.1.0,21,0.22893262511892457,0.23061925222941743,0.001686627110492861,0.001686627110492861,1.932790283376562e-08,5.67217428582012e-09
