layer,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,phi,perf
features.3.conv.1.0,0,0.22893262511892457,0.22892082468924208,-1.1800429682490288e-05,1.1800429682490288e-05,3.4392950709616343e-08,5.030845429132569e-08
features.3.conv.1.0,1,0.22893262511892457,0.2287550933909866,-0.00017753172793796845,0.00017753172793796845,3.1181288662196494e-09,6.063274895495852e-07
features.3.conv.1.0,2,0.22893262511892457,0.2296340633385619,0.0007014382196373348,0.0007014382196373348,8.009926943941537e-09,3.3468317894858046e-08
features.3.conv.1.0,3,0.22893262511892457,0.22781156071893255,-0.0011210643999920167,0.0011210643999920167,8.871576806512849e-10,1.2984133945792564e-07
features.3.conv.1.0,4,0.22893262511892457,0.2282256115888047,-0.000707013530119871,0.000707013530119871,1.4654017999049529e-09,7.71761321516351e-09
features.3.conv.1.0,5,0.22893262511892457,0.23053877332949355,0.0016061482105689806,0.0016061482105689806,1.153945938803247e-09,1.1044900816159497e-07
features.3.conv.1.0,6,0.22893262511892457,0.2470138063418359,0.01808118122291133,0.01808118122291133,7.657109080128066e-08,6.515467134704522e-07
features.3.conv.1.0,7,0.22893262511892457,0.22893406796508303,1.442846158467015e-06,1.442846158467015e-06,1.6675983260938665e-08,7.971625137770388e-08
features.3.conv.1.0,8,0.22893262511892457,0.22607541451673552,-0.0028572106021890475,0.0028572106021890475,2.830899958894406e-09,1.5656593177482137e-07
features.3.conv.1.0,9,0.22893262511892457,0.22791656450536957,-0.0010160606135549977,0.0010160606135549977,9.210847196072791e-09,1.0751870860303825e-07
features.3.conv.1.0,10,0.22893262511892457,0.21020850396923513,-0.018724121149689438,0.018724121149689438,1.722801670211993e-07,1.0060149179480504e-05
features.3.conv.1.0,11,0.22893262511892457,0.2337350401363873,0.00480241501746273,0.00480241501746273,1.4770491496562954e-08,1.0024465382230119e-06
features.3.conv.1.0,12,0.22893262511892457,0.22986392466264988,0.0009312995437253113,0.0009312995437253113,6.963603027543286e-09,1.258172517282219e-07
features.3.conv.1.0,13,0.22893262511892457,0.231649552840073,0.0027169277211484266,0.0027169277211484266,2.8585834144223554e-08,5.16299849095958e-07
features.3.conv.1.0,14,0.22893262511892457,0.22834385997823542,-0.0005887651406891459,0.0005887651406891459,3.87955445546595e-08,9.238045883819268e-09
features.3.conv.1.0,15,0.22893262511892457,0.22903229487099283,9.966975206826545e-05,9.966975206826545e-05,1.9739674783636474e-08,6.213602965488008e-09
