================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 83
  prune_ratio  : 0.877712 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 02:43:05
  t_score      : 62.0s (그룹별 점수 pass)
  t_greedy     : 3.0s (greedy 선택)
  total_params        : 2192320
  active_before/after : 636168 / 630588
  sparsity_all        : 71.24% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 87.77% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  ----------------------------------------------------------------------------------------------------------------------------------
  features.0.0                     N       864       864       864       864        0      (0.488,0.512)                  -         0
  features.1.conv.0.0              Y       288        36        35        35        1      (0.467,0.533)      (0.467,0.533)        67
  features.1.conv.1                Y       512        64        62        62        2      (0.486,0.514)      (0.486,0.514)       117
  features.2.conv.0.0              Y      1536       192       187       187        5      (0.475,0.525)      (0.475,0.525)       365
  features.2.conv.1.0              Y       864       108       105       105        3      (0.479,0.521)      (0.479,0.521)       191
  features.2.conv.2                Y      2304       288       281       281        7      (0.492,0.508)      (0.492,0.508)       555
  features.3.conv.0.0              Y      3456       433       422       422       11      (0.495,0.505)      (0.495,0.505)       840
  features.3.conv.1.0              Y      1296       162       158       158        4      (0.491,0.509)      (0.491,0.509)       314
  features.3.conv.2                Y      3456       433       422       422       11      (0.486,0.514)      (0.486,0.514)       837
  features.4.conv.0.0              Y      3456       433       422       422       11      (0.493,0.507)      (0.493,0.507)       834
  features.4.conv.1.0              Y      1296       162       158       158        4      (0.498,0.502)      (0.498,0.502)       308
  features.4.conv.2                Y      4608       577       563       563       14      (0.484,0.516)      (0.484,0.516)      1105
  features.5.conv.0.0              Y      6144       770       751       751       19      (0.508,0.492)      (0.508,0.492)       753
  features.5.conv.1.0              Y      1728       216       211       211        5      (0.487,0.513)      (0.487,0.513)       397
  features.5.conv.2                Y      6144       770       751       751       19      (0.482,0.518)      (0.482,0.518)      1485
  features.6.conv.0.0              Y      6144       770       751       751       19      (0.477,0.523)      (0.477,0.523)      1491
  features.6.conv.1.0              Y      1728       216       211       211        5      (0.480,0.520)      (0.480,0.520)       416
  features.6.conv.2                Y      6144       770       751       751       19      (0.486,0.514)      (0.486,0.514)      1484
  features.7.conv.0.0              Y      6144       770       751       751       19      (0.472,0.528)      (0.472,0.528)      1499
  features.7.conv.1.0              Y      1728       216       211       211        5      (0.478,0.522)      (0.478,0.522)       414
  features.7.conv.2                Y     12288      1541      1502      1502       39      (0.486,0.514)      (0.486,0.514)      1502
  features.8.conv.0.0              Y     24576      3082      3005      3005       77      (0.480,0.520)      (0.480,0.520)      5907
  features.8.conv.1.0              Y      3456       433       422       422       11      (0.477,0.523)      (0.477,0.523)       831
  features.8.conv.2                Y     24576      3082      3005      3005       77      (0.482,0.518)      (0.482,0.518)      5930
  features.9.conv.0.0              Y     24576      3082      3005      3005       77      (0.479,0.521)      (0.479,0.521)      5935
  features.9.conv.1.0              Y      3456       433       422       422       11      (0.487,0.513)      (0.487,0.513)       836
  features.9.conv.2                Y     24576      3082      3005      3005       77      (0.485,0.515)      (0.485,0.515)      5904
  features.10.conv.0.0             Y     24576      3082      3005      3005       77      (0.477,0.523)      (0.477,0.523)      5931
