================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 42
  prune_ratio  : 0.654702 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 00:32:02
  t_score      : 61.9s (그룹별 점수 pass)
  t_greedy     : 6.3s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1043127 / 1027391
  sparsity_all        : 53.14% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 65.47% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  ----------------------------------------------------------------------------------------------------------------------------------
  features.0.0                     N       864       864       864       864        0      (0.409,0.591)                  -         0
  features.1.conv.0.0              Y       288       101        99        99        2      (0.435,0.565)      (0.435,0.565)       192
  features.1.conv.1                Y       512       181       176       176        5      (0.413,0.587)      (0.413,0.587)       342
  features.2.conv.0.0              Y      1536       543       530       530       13      (0.439,0.561)      (0.439,0.561)      1033
  features.2.conv.1.0              Y       864       305       298       298        7      (0.412,0.588)      (0.412,0.588)       585
  features.2.conv.2                Y      2304       815       795       795       20      (0.422,0.578)      (0.422,0.578)      1552
  features.3.conv.0.0              Y      3456      1223      1193      1193       30      (0.441,0.559)      (0.441,0.559)      2340
  features.3.conv.1.0              Y      1296       458       447       447       11      (0.446,0.554)      (0.446,0.554)       878
  features.3.conv.2                Y      3456      1223      1193      1193       30      (0.440,0.560)      (0.440,0.560)      2329
  features.4.conv.0.0              Y      3456      1223      1193      1193       30      (0.434,0.566)      (0.434,0.566)      2339
  features.4.conv.1.0              Y      1296       458       447       447       11      (0.439,0.561)      (0.439,0.561)       881
  features.4.conv.2                Y      4608      1631      1591      1591       40      (0.437,0.563)      (0.437,0.563)      3120
  features.5.conv.0.0              Y      6144      2175      2121      2121       54      (0.430,0.570)      (0.430,0.570)      4162
  features.5.conv.1.0              Y      1728       611       596       596       15      (0.436,0.564)      (0.436,0.564)      1183
  features.5.conv.2                Y      6144      2175      2121      2121       54      (0.436,0.564)      (0.436,0.564)      4149
  features.6.conv.0.0              Y      6144      2175      2121      2121       54      (0.435,0.565)      (0.435,0.565)      4179
  features.6.conv.1.0              Y      1728       611       596       596       15      (0.440,0.560)      (0.440,0.560)      1156
  features.6.conv.2                Y      6144      2175      2121      2121       54      (0.428,0.572)      (0.428,0.572)      4140
  features.7.conv.0.0              Y      6144      2175      2121      2121       54      (0.437,0.563)      (0.437,0.563)      4174
  features.7.conv.1.0              Y      1728       611       596       596       15      (0.439,0.561)      (0.439,0.561)      1158
  features.7.conv.2                Y     12288      4351      4243      4243      108      (0.440,0.560)      (0.440,0.560)      8267
  features.8.conv.0.0              Y     24576      8703      8486      8486      217      (0.434,0.566)      (0.434,0.566)     16647
  features.8.conv.1.0              Y      3456      1223      1193      1193       30      (0.446,0.554)      (0.446,0.554)      2343
  features.8.conv.2                Y     24576      8703      8486      8486      217      (0.443,0.557)      (0.443,0.557)     16633
  features.9.conv.0.0              Y     24576      8703      8486      8486      217      (0.437,0.563)      (0.437,0.563)     16572
  features.9.conv.1.0              Y      3456      1223      1193      1193       30      (0.442,0.558)      (0.442,0.558)      2348
  features.9.conv.2                Y     24576      8703      8486      8486      217      (0.440,0.560)      (0.440,0.560)     16658
  features.10.conv.0.0             Y     24576      8703      8486      8486      217      (0.436,0.564)      (0.436,0.564)     16620
  features.10.conv.1.0             Y      3456      1223      1193      1193       30      (0.443,0.557)      (0.443,0.557)      2336
  features.10.conv.2               Y     24576      8703      8486      8486      217      (0.438,0.562)      (0.438,0.562)     16633
  features.11.conv.0.0             Y     24576      8703      8486      8486      217      (0.430,0.570)      (0.430,0.570)     16650
  features.11.conv.1.0             Y      3456      1223      1193      1193       30      (0.436,0.564)      (0.436,0.564)      2331
  features.11.conv.2               Y     36864     13055     12729     12729      326      (0.436,0.564)      (0.436,0.564)     24916
  features.12.conv.0.0             Y     55296     19583     19093     19093      490      (0.427,0.573)      (0.427,0.573)     37458
  features.12.conv.1.0             Y      5184      1835      1790      1790       45      (0.435,0.565)      (0.435,0.565)      3524
  features.12.conv.2               Y     55296     19583     19093     19093      490      (0.435,0.565)      (0.435,0.565)     37451
