iter,block,ch,status,score,phi_raw,perf_raw,phi_n,perf_n,weights,perf_rank_n,perf_max_n,phi_rank_n,phi_max_n,score_rank,score_rank_a0.3,score_rank_a0.5,score_rank_a0.7,score_rank_a0.9,score_max,score_max_a0.3,score_max_a0.5,score_max_a0.7,score_max_a0.9
23,features.1,6,protected,0.4,3.322083e-07,935.0519,0.5,0.5,25,0.5,0.9999999999999989,0.5,0.9999969898494715,0.4,-0.19999999999999998,0.0,0.19999999999999996,0.4,0.8000003010150519,-0.39999789289463034,1.50507526369692e-06,0.4000009030451577,0.8000003010150519
23,features.2,2,active,0.65,7.255511e-08,0.1635883,0.25,0.75,49,0.75,0.010541033391561637,0.25,0.067370479972738,0.65,0.04999999999999999,0.25,0.4499999999999999,0.65,0.0027498820551316748,-0.0439970259634481,-0.02841472329058818,-0.012832420617728258,0.0027498820551316748
23,features.2,20,active,0.35,1.076956e-06,0.1017528,1.0,0.5,49,0.5,0.006556579306007173,1.0,0.9999990714578205,0.35000000000000003,-0.5499999999999999,-0.25,0.04999999999999993,0.35000000000000003,-0.09409898577037556,-0.6980323762286722,-0.4967212460759067,-0.2954101159231412,-0.09409898577037556
23,features.2,72,active,0.225,1.615788e-08,0.05414544,0.0,0.25,49,0.25,0.003488934667337439,0.0,0.01500327311118271,0.225,0.075,0.125,0.175,0.225,0.0016397138894854247,-0.009455610777626666,-0.005757169221922635,-0.0020587276662186065,0.0016397138894854247
23,features.2,89,pruned_now,-0.05,7.267013e-08,0.01987548,0.5,0.0,49,0.0,0.0012807034387747505,0.5,0.06747728089422325,-0.04999999999999999,-0.35,-0.25,-0.15000000000000002,-0.04999999999999999,-0.0055950949945250475,-0.04684988559432385,-0.03309828872772425,-0.019346691861124653,-0.0055950949945250475
23,features.2,92,protected,0.825,4.277198e-07,15.51919,0.75,1.0,49,1.0,0.9999999999999356,0.75,0.3971558753042136,0.8250000000000001,-0.22499999999999992,0.125,0.4749999999999999,0.8250000000000001,0.8602844124695207,0.02199088728703119,0.301422062347861,0.5808532374086908,0.8602844124695207
23,features.3,1,active,0.09,7.137622e-08,0.0002375388,0.9,0.2,57,0.2,0.010437604743020357,0.9,0.5250985071640235,0.09000000000000004,-0.5700000000000001,-0.35,-0.1300000000000001,0.09000000000000004,-0.04311600644768401,-0.36443767359191037,-0.2573304512105016,-0.15022322882909284,-0.04311600644768401
23,features.3,10,active,0.35,1.359282e-07,0.0004527754,1.0,0.5,57,0.5,0.019895236746851206,1.0,0.9999926432289751,0.35000000000000003,-0.5499999999999999,-0.25,0.04999999999999993,0.35000000000000003,-0.08209355125073141,-0.6940262792362272,-0.4900487032410619,-0.28607112724589673,-0.08209355125073141
23,features.3,25,active,0.78,7.485352e-09,0.00088085,0.3,0.9,57,0.9,0.03870510475715749,0.3,0.05506802070489637,0.78,0.060000000000000026,0.30000000000000004,0.54,0.78,0.029327792210952105,-0.026936083066280214,-0.008181457973869443,0.010573167118541327,0.029327792210952105
23,features.3,44,active,0.59,1.24196e-08,0.0006105514,0.4,0.7,57,0.7,0.026828013732904766,0.4,0.09136815342104565,0.59,-0.06999999999999998,0.14999999999999997,0.3699999999999999,0.59,0.015008397017509726,-0.05590930327486053,-0.032270069844070444,-0.008630836413280364,0.015008397017509726
23,features.3,48,active,0.27,1.129538e-09,0.0002420782,0.0,0.3,57,0.3,0.010637068843076712,0.0,0.00830975242994147,0.27,0.09,0.15,0.21,0.27,0.008742386715774894,-0.002625706048036015,0.0011636582065676212,0.004953022461171257,0.008742386715774894
23,features.3,57,active,0.31,1.680596e-08,0.000290096,0.5,0.4,57,0.4,0.012747001271081748,0.5,0.1236375995738958,0.31000000000000005,-0.22999999999999998,-0.04999999999999999,0.12999999999999995,0.31000000000000005,-0.0008914588134160042,-0.08272221932040254,-0.05544529915140703,-0.02816837898241152,-0.0008914588134160042
