layer,block,channel,baseline_eo_all,pruned_eo_all,delta_eo_all,delta_eo_all_abs,phi,perf
features.10.conv.1.0,features.10,0,0.17054892370443422,0.17054892370443422,0.0,0.0,0.0,0.0
features.10.conv.1.0,features.10,1,0.17054892370443422,0.17048388588725502,-6.50378171792032e-05,6.50378171792032e-05,3.1059514071785095e-08,4.47684478377397e-09
features.10.conv.1.0,features.10,2,0.17054892370443422,0.17075838648866268,0.00020946278422845355,0.00020946278422845355,1.4255051361544702e-08,2.234119667043899e-09
features.10.conv.1.0,features.10,3,0.17054892370443422,0.17051614362975565,-3.278007467857891e-05,3.278007467857891e-05,6.560934195931624e-08,8.104153320642736e-10
features.10.conv.1.0,features.10,4,0.17054892370443422,0.17027533682321222,-0.00027358688122200436,0.00027358688122200436,1.1983490644240646e-08,8.48885986504122e-09
features.10.conv.1.0,features.10,5,0.17054892370443422,0.1702713067562271,-0.00027761694820713223,0.00027761694820713223,1.6750853149005707e-08,2.1697210556004265e-08
features.10.conv.1.0,features.10,6,0.17054892370443422,0.17000288410826192,-0.0005460395961723041,0.0005460395961723041,2.0707821235532723e-08,3.504837475798439e-09
features.10.conv.1.0,features.10,7,0.17054892370443422,0.17038246905443866,-0.0001664546499955677,0.0001664546499955677,7.350579522835687e-08,1.964296225676065e-08
features.10.conv.1.0,features.10,8,0.17054892370443422,0.1713856328245845,0.0008367091201502697,0.0008367091201502697,8.838604514949111e-09,1.1736299543319006e-08
features.10.conv.1.0,features.10,9,0.17054892370443422,0.17116943192053485,0.0006205082161006292,0.0006205082161006292,1.9597464984144608e-08,2.3324397996349333e-08
features.10.conv.1.0,features.10,10,0.17054892370443422,0.17038891040962517,-0.00016001329480905269,0.00016001329480905269,6.54175309477978e-08,1.7573257987679723e-09
features.10.conv.1.0,features.10,11,0.17054892370443422,0.17076872093792653,0.00021979723349230262,0.00021979723349230262,1.8137871649059892e-08,3.895008177101644e-09
features.10.conv.1.0,features.10,12,0.17054892370443422,0.1704871437950993,-6.177990933492472e-05,6.177990933492472e-05,2.128976994697496e-08,3.121267480588052e-09
features.10.conv.1.0,features.10,13,0.17054892370443422,0.17038800716354013,-0.00016091654089409047,0.00016091654089409047,9.75676499592737e-08,3.3246399522290915e-09
features.10.conv.1.0,features.10,14,0.17054892370443422,0.16995708475891183,-0.0005918389455223938,0.0005918389455223938,8.137754292647514e-08,1.380977915355075e-09
features.10.conv.1.0,features.10,15,0.17054892370443422,0.17023623523130113,-0.00031268847313309367,0.00031268847313309367,3.581401841756815e-08,2.374478835776017e-09
features.10.conv.1.0,features.10,16,0.17054892370443422,0.1705023789223999,-4.654478203433565e-05,4.654478203433565e-05,2.5003199510820195e-08,3.2688436679695343e-09
features.10.conv.1.0,features.10,17,0.17054892370443422,0.17071123840411673,0.00016231469968250312,0.00016231469968250312,6.041650379984277e-08,1.2037008084719858e-08
features.10.conv.1.0,features.10,18,0.17054892370443422,0.17037298181230967,-0.0001759418921245537,0.0001759418921245537,6.2306599879491395e-09,3.322532207694628e-09
features.10.conv.1.0,features.10,19,0.17054892370443422,0.17028168166358051,-0.00026724204085371017,0.00026724204085371017,8.022299269327961e-09,1.883255419665719e-09
features.10.conv.1.0,features.10,20,0.17054892370443422,0.1702308992792348,-0.0003180244251994313,0.0003180244251994313,4.2342282569052265e-08,8.121177369480037e-09
features.10.conv.1.0,features.10,21,0.17054892370443422,0.17049390187044614,-5.502183398808924e-05,5.502183398808924e-05,2.1613880463178248e-08,5.0840594512102655e-09
