layer,block,channel,baseline_eo_all,pruned_eo_all,delta_eo_all,delta_eo_all_abs,phi,perf
features.4.conv.1.0,features.4,38,0.17054892370443422,0.16428365343397835,-0.006265270270455869,0.006265270270455869,2.4789039798633894e-07,2.1889304413491573e-07
features.4.conv.1.0,features.4,39,0.17054892370443422,0.16964133078818774,-0.0009075929162464802,0.0009075929162464802,8.712105881159006e-08,9.179401061487624e-08
features.4.conv.1.0,features.4,40,0.17054892370443422,0.17001449411253275,-0.0005344295919014752,0.0005344295919014752,1.0658034454991141e-07,1.1342177863582492e-08
features.4.conv.1.0,features.4,41,0.17054892370443422,0.17047088778111205,-7.80359233221728e-05,7.80359233221728e-05,1.83410833187736e-07,2.4058079972633092e-08
features.4.conv.1.0,features.4,42,0.17054892370443422,0.16915439446815028,-0.0013945292362839423,0.0013945292362839423,9.039244019959369e-08,5.1550735236105545e-08
features.4.conv.1.0,features.4,43,0.17054892370443422,0.16939889113039297,-0.0011500325740412543,0.0011500325740412543,2.1734832955644379e-07,2.7594479234949176e-07
features.4.conv.1.0,features.4,44,0.17054892370443422,0.1741662741163417,0.0036173504119074718,0.0036173504119074718,2.020542382297208e-07,1.3205825943884977e-07
features.4.conv.1.0,features.4,45,0.17054892370443422,0.17647155250771338,0.005922628803279151,0.005922628803279151,8.51568913162737e-08,1.7589600531664473e-07
features.4.conv.1.0,features.4,46,0.17054892370443422,0.17763922211110564,0.007090298406671414,0.007090298406671414,4.630136913874594e-07,8.078094388963564e-07
features.4.conv.1.0,features.4,47,0.17054892370443422,0.17529230418061842,0.004743380476184195,0.004743380476184195,2.003269230499427e-07,1.860114426932569e-07
features.4.conv.1.0,features.4,48,0.17054892370443422,0.16977603441776423,-0.0007728892866699921,0.0007728892866699921,1.1057032622829864e-08,5.30272776799734e-08
features.4.conv.1.0,features.4,49,0.17054892370443422,0.1778007681295377,0.0072518444251034875,0.0072518444251034875,4.678257141677023e-07,4.164126288230818e-07
features.4.conv.1.0,features.4,50,0.17054892370443422,0.1728950299510791,0.0023461062466448857,0.0023461062466448857,2.2974111857365642e-07,1.3585876779131922e-07
features.4.conv.1.0,features.4,51,0.17054892370443422,0.169900471133573,-0.0006484525708612132,0.0006484525708612132,1.154157303062675e-07,1.550986583609415e-08
features.4.conv.1.0,features.4,52,0.17054892370443422,0.1708615084492215,0.0003125847447872643,0.0003125847447872643,8.376979820923226e-08,9.322135841038914e-09
features.4.conv.1.0,features.4,53,0.17054892370443422,0.17377628471129516,0.0032273610068609404,0.0032273610068609404,1.0045360454569165e-07,9.190495475763782e-08
features.4.conv.1.0,features.4,54,0.17054892370443422,0.181234657398148,0.010685733693713784,0.010685733693713784,4.590422975070396e-07,2.624378083737611e-07
features.4.conv.1.0,features.4,55,0.17054892370443422,0.17050833081638594,-4.059288804827976e-05,4.059288804827976e-05,2.2578579006449218e-08,1.558306661486597e-08
features.4.conv.1.0,features.4,56,0.17054892370443422,0.16409742907874567,-0.006451494625688559,0.006451494625688559,2.738832449722395e-07,2.496649109673399e-07
features.4.conv.1.0,features.4,57,0.17054892370443422,0.16743723534271412,-0.0031116883617200997,0.0031116883617200997,3.0331196398947213e-07,5.177150956825471e-07
features.4.conv.1.0,features.4,58,0.17054892370443422,0.17534211065443844,0.004793186950004219,0.004793186950004219,4.493290362006519e-07,6.564179884094301e-07
features.4.conv.1.0,features.4,59,0.17054892370443422,0.17032232679825093,-0.00022659690618329065,0.00022659690618329065,5.142354542186922e-09,1.2918684189067164e-07
features.4.conv.1.0,features.4,60,0.17054892370443422,0.17535255969927116,0.004803635994836936,0.004803635994836936,1.0088192681223519e-07,4.864716784958034e-08
features.4.conv.1.0,features.4,61,0.17054892370443422,0.18630199389551458,0.015753070191080354,0.015753070191080354,2.457196615068824e-07,3.109769011189201e-07
features.4.conv.1.0,features.4,62,0.17054892370443422,0.1715711411575416,0.0010222174531073769,0.0010222174531073769,1.281815631415384e-08,1.101572083328506e-06
features.4.conv.1.0,features.4,63,0.17054892370443422,0.1719447604003221,0.0013958366958878865,0.0013958366958878865,8.511094939933628e-09,3.666226044973797e-07
features.4.conv.1.0,features.4,64,0.17054892370443422,0.17293164685817486,0.0023827231537406346,0.0023827231537406346,2.485505774529884e-07,8.45410141891989e-08
features.4.conv.1.0,features.4,65,0.17054892370443422,0.16425801218715586,-0.006290911517278369,0.006290911517278369,1.0938464356513579e-07,1.1043958725309723e-07
features.4.conv.1.0,features.4,66,0.17054892370443422,0.17067508040290358,0.00012615669846935407,0.00012615669846935407,9.118331689705884e-08,3.6668425629216024e-08
features.4.conv.1.0,features.4,67,0.17054892370443422,0.1829383897475689,0.012389466043134678,0.012389466043134678,1.229216195497429e-07,9.638970110970037e-08
features.4.conv.1.0,features.4,68,0.17054892370443422,0.17090026156962623,0.0003513378651920085,0.0003513378651920085,9.857161842319329e-08,5.840422812042335e-08
features.4.conv.1.0,features.4,69,0.17054892370443422,0.1720343984881166,0.0014854747836823834,0.0014854747836823834,1.5342037329446614e-07,1.044801276606222e-07
features.4.conv.1.0,features.4,70,0.17054892370443422,0.16906405360589793,-0.0014848700985362895,0.0014848700985362895,2.6308512701689324e-07,1.3583669122851918e-07
features.4.conv.1.0,features.4,71,0.17054892370443422,0.17275240115533055,0.0022034774508963295,0.0022034774508963295,5.225095378591504e-07,3.2982328690422946e-07
features.4.conv.1.0,features.4,72,0.17054892370443422,0.17240279754083668,0.0018538738364024532,0.0018538738364024532,3.933485572815698e-07,1.9687961483327854e-07
features.4.conv.1.0,features.4,73,0.17054892370443422,0.17889848664351324,0.008349562939079014,0.008349562939079014,9.187255045617349e-08,1.594610914423811e-07
features.4.conv.1.0,features.4,74,0.17054892370443422,0.1710178429983547,0.00046891929392048337,0.00046891929392048337,3.22200364166747e-08,2.7570872251914125e-08
features.4.conv.1.0,features.4,75,0.17054892370443422,0.17578475791909615,0.005235834214661922,0.005235834214661922,2.738590580975142e-07,1.2598681919939736e-07
features.4.conv.1.0,features.4,76,0.17054892370443422,0.16918191854859588,-0.0013670051558383467,0.0013670051558383467,1.1419149359426228e-07,1.7941526264664276e-08
features.4.conv.1.0,features.4,77,0.17054892370443422,0.1699259514090794,-0.0006229722953548233,0.0006229722953548233,1.4720343699536897e-07,2.1792280535670727e-08
features.4.conv.1.0,features.4,78,0.17054892370443422,0.17049258444608414,-5.633925835007991e-05,5.633925835007991e-05,4.6175038903584216e-08,3.874092990852063e-09
features.4.conv.1.0,features.4,79,0.17054892370443422,0.17123814964660103,0.0006892259421668046,0.0006892259421668046,7.004970115076503e-08,1.5813802400899138e-07
features.4.conv.1.0,features.4,80,0.17054892370443422,0.16828226690506803,-0.00226665679936619,0.00226665679936619,9.916269760879005e-08,5.2205535894245265e-08
features.4.conv.1.0,features.4,81,0.17054892370443422,0.1710862266921417,0.0005373029877074886,0.0005373029877074886,3.143953763995455e-09,7.487311570741896e-08
features.4.conv.1.0,features.4,82,0.17054892370443422,0.17093155189728848,0.0003826281928542563,0.0003826281928542563,6.851678779895565e-09,1.4330589159783358e-07
features.4.conv.1.0,features.4,83,0.17054892370443422,0.17032741117745717,-0.00022151252697705237,0.00022151252697705237,7.419427561217162e-08,4.3281255468485824e-08
features.4.conv.1.0,features.4,84,0.17054892370443422,0.17523287047352992,0.004683946769095698,0.004683946769095698,1.0352553658776743e-07,1.0171955189264281e-07
features.4.conv.1.0,features.4,85,0.17054892370443422,0.16953406843714564,-0.001014855267288589,0.001014855267288589,2.7145295788955082e-08,2.521329367510816e-08
features.4.conv.1.0,features.4,86,0.17054892370443422,0.1694763086014835,-0.0010726151029507303,0.0010726151029507303,9.219183993991464e-07,3.4069622500965124e-07
features.4.conv.1.0,features.4,87,0.17054892370443422,0.17080175851992435,0.0002528348154901272,0.0002528348154901272,9.7248886277157e-08,1.0263751093475548e-07
features.4.conv.1.0,features.4,88,0.17054892370443422,0.1745517083488768,0.004002784644442564,0.004002784644442564,1.1690747925285905e-07,6.738628055558138e-08
features.4.conv.1.0,features.4,89,0.17054892370443422,0.17062196771469543,7.304401026120289e-05,7.304401026120289e-05,1.0406816386421269e-07,7.212843788906298e-08
features.4.conv.1.0,features.4,90,0.17054892370443422,0.17169148677949786,0.001142563075063635,0.001142563075063635,6.593763401951946e-08,3.4442497298670105e-08
features.4.conv.1.0,features.4,91,0.17054892370443422,0.17020334436626303,-0.000345579338171198,0.000345579338171198,1.3297081125074328e-07,1.79659318533254e-08
features.4.conv.1.0,features.4,92,0.17054892370443422,0.1695762692110807,-0.0009726544933535142,0.0009726544933535142,1.0829376861920537e-07,4.5962329942028646e-08
features.4.conv.1.0,features.4,93,0.17054892370443422,0.17086375624259317,0.00031483253815894896,0.00031483253815894896,1.7642642546888965e-07,1.3496758377584686e-07
features.4.conv.1.0,features.4,94,0.17054892370443422,0.1699709548769002,-0.0005779688275340256,0.0005779688275340256,1.2509987357134378e-07,6.56886856020833e-08
features.4.conv.1.0,features.4,95,0.17054892370443422,0.17132093503884538,0.0007720113344111545,0.0007720113344111545,1.0159080687799362e-08,1.739809758483091e-07
features.4.conv.1.0,features.4,96,0.17054892370443422,0.17048878743242954,-6.0136272004684965e-05,6.0136272004684965e-05,1.4507246248740557e-07,1.0047332965612554e-08
features.4.conv.1.0,features.4,97,0.17054892370443422,0.17037304676398873,-0.00017587694044549074,0.00017587694044549074,2.3403003979183268e-08,1.3205148752248874e-08
features.4.conv.1.0,features.4,98,0.17054892370443422,0.170269221601285,-0.00027970210314923194,0.00027970210314923194,4.479114856792421e-09,7.104850552330788e-08
features.4.conv.1.0,features.4,99,0.17054892370443422,0.16907160402331825,-0.001477319681115974,0.001477319681115974,7.882645292056624e-08,4.977848222509351e-08
features.4.conv.1.0,features.4,100,0.17054892370443422,0.1702819054319713,-0.0002670182724629211,0.0002670182724629211,4.497986871854209e-09,1.6319583462376386e-08
features.4.conv.1.0,features.4,101,0.17054892370443422,0.171200082625091,0.0006511589206567858,0.0006511589206567858,1.2071469157604042e-08,1.918776529885591e-07
features.4.conv.1.0,features.4,102,0.17054892370443422,0.17314929995465983,0.0026003762502256056,0.0026003762502256056,9.697826186538805e-08,2.9679356305933883e-08
features.4.conv.1.0,features.4,103,0.17054892370443422,0.17098182347729304,0.0004328997728588191,0.0004328997728588191,1.3624408268242405e-07,1.7255472783972436e-07
features.4.conv.1.0,features.4,104,0.17054892370443422,0.17160321752675628,0.0010542938223220555,0.0010542938223220555,1.1315498937847225e-07,7.268094304180296e-08
features.4.conv.1.0,features.4,105,0.17054892370443422,0.17916759078051375,0.008618667076079528,0.008618667076079528,1.2786983916157624e-07,4.829335953360214e-08
features.4.conv.1.0,features.4,106,0.17054892370443422,0.17021716953380775,-0.00033175417062647483,0.00033175417062647483,5.017159132592042e-09,2.5041815177040405e-08
features.4.conv.1.0,features.4,107,0.17054892370443422,0.17026519858782158,-0.00028372511661264865,0.00028372511661264865,3.0889278690438005e-08,7.981437422088788e-08
features.4.conv.1.0,features.4,108,0.17054892370443422,0.1703955815708333,-0.00015334213360093663,0.00015334213360093663,3.1313991399883896e-08,2.876738958157432e-09
features.4.conv.1.0,features.4,109,0.17054892370443422,0.17083467076406844,0.0002857470596342171,0.0002857470596342171,3.956845944230736e-07,3.1244744391756285e-07
features.4.conv.1.0,features.4,110,0.17054892370443422,0.17074220480683755,0.0001932811024033254,0.0001932811024033254,4.7723105467412105e-09,2.669822588285964e-07
features.4.conv.1.0,features.4,111,0.17054892370443422,0.1685278844756617,-0.002021039228772531,0.002021039228772531,1.011429375807893e-07,2.8944631136340604e-08
features.4.conv.1.0,features.4,112,0.17054892370443422,0.17361049446255555,0.003061570758121329,0.003061570758121329,1.344511844081353e-07,9.79707586168388e-08
features.4.conv.1.0,features.4,113,0.17054892370443422,0.16877298863908172,-0.0017759350653525074,0.0017759350653525074,3.512664932259213e-07,7.143119784558395e-08
features.4.conv.1.0,features.4,114,0.17054892370443422,0.1698040626985959,-0.0007448610058383154,0.0007448610058383154,1.6528208135468958e-08,2.6425403865104613e-08
features.4.conv.1.0,features.4,115,0.17054892370443422,0.17107026223727262,0.0005213385328383946,0.0005213385328383946,5.772905264933571e-09,4.51867523953986e-07
features.4.conv.1.0,features.4,116,0.17054892370443422,0.18148589530836198,0.010936971603927759,0.010936971603927759,8.460797857878788e-07,1.0309912994443948e-06
features.4.conv.1.0,features.4,117,0.17054892370443422,0.16841334048063325,-0.002135583223800974,0.002135583223800974,7.16859531735281e-08,7.380624467145935e-08
features.4.conv.1.0,features.4,118,0.17054892370443422,0.1698023541993745,-0.0007465695050597188,0.0007465695050597188,1.4885171317757797e-08,6.569777599718662e-08
features.4.conv.1.0,features.4,119,0.17054892370443422,0.17540458896119526,0.004855665256761038,0.004855665256761038,1.4885949894960504e-07,2.968216730181439e-07
features.4.conv.1.0,features.4,120,0.17054892370443422,0.17111541912677827,0.0005664954223440488,0.0005664954223440488,4.852584556402917e-09,1.2017937123243172e-07
features.4.conv.1.0,features.4,121,0.17054892370443422,0.17818866657131993,0.007639742866885707,0.007639742866885707,2.2375978403488261e-07,1.0262852789821865e-07
features.4.conv.1.0,features.4,122,0.17054892370443422,0.16977300367816925,-0.0007759200262649757,0.0007759200262649757,7.735415863407981e-09,1.0521401816454556e-07
features.4.conv.1.0,features.4,123,0.17054892370443422,0.1683375263007028,-0.0022113974037314132,0.0022113974037314132,5.791512194264214e-07,3.395683023654783e-07
features.4.conv.1.0,features.4,124,0.17054892370443422,0.173254367223029,0.00270544351859478,0.00270544351859478,3.67265158729424e-07,1.1826226575806233e-07
features.4.conv.1.0,features.4,125,0.17054892370443422,0.17535291140800635,0.004803987703572127,0.004803987703572127,1.2262218263003888e-07,1.540962806245716e-07
features.4.conv.1.0,features.4,126,0.17054892370443422,0.17159755609493293,0.0010486323904987105,0.0010486323904987105,2.240527265939818e-07,3.6818998516707786e-08
features.4.conv.1.0,features.4,127,0.17054892370443422,0.18032510694429693,0.009776183239862707,0.009776183239862707,1.4492966826651354e-08,2.0919826937415567e-07
features.4.conv.1.0,features.4,128,0.17054892370443422,0.1707415974016402,0.00019267369720596395,0.00019267369720596395,5.6567781570038285e-08,2.3078470023918385e-08
features.4.conv.1.0,features.4,129,0.17054892370443422,0.1684225029364026,-0.0021264207680316283,0.0021264207680316283,1.2330677634508902e-07,3.432752926357807e-08
features.4.conv.1.0,features.4,130,0.17054892370443422,0.17293528987682863,0.002386366172394405,0.002386366172394405,5.303164130054938e-07,4.622063229930973e-07
features.4.conv.1.0,features.4,131,0.17054892370443422,0.17040561293835252,-0.00014331076608170568,0.00014331076608170568,5.568382199783173e-09,6.915881534119707e-08
features.4.conv.1.0,features.4,132,0.17054892370443422,0.17097563961895051,0.0004267159145162902,0.0004267159145162902,6.760324140486773e-07,3.581230245686129e-07
features.4.conv.1.0,features.4,133,0.17054892370443422,0.16999107645438738,-0.0005578472500468445,0.0005578472500468445,7.0110579564186545e-09,1.9959220276533077e-08
features.4.conv.1.0,features.4,134,0.17054892370443422,0.1694375025986701,-0.001111421105764121,0.001111421105764121,1.2007285477011465e-07,3.2770932634207384e-08
features.4.conv.1.0,features.4,135,0.17054892370443422,0.17074151399600387,0.0001925902915696498,0.0001925902915696498,3.837461015621102e-09,1.1706818175971635e-07
features.4.conv.1.0,features.4,136,0.17054892370443422,0.17333419281520976,0.0027852691107755345,0.0027852691107755345,6.129265983645382e-08,7.270451085616969e-08
features.4.conv.1.0,features.4,137,0.17054892370443422,0.17080658755044215,0.0002576638460079217,0.0002576638460079217,5.56053549871649e-08,7.650744038301127e-08
features.4.conv.1.0,features.4,138,0.17054892370443422,0.1660907492983969,-0.004458174406037324,0.004458174406037324,6.369098741743073e-07,5.546211667706302e-07
features.4.conv.1.0,features.4,139,0.17054892370443422,0.1715608978720758,0.0010119741676415661,0.0010119741676415661,9.649856735904905e-08,5.5115870090105545e-08
features.4.conv.1.0,features.4,140,0.17054892370443422,0.16945097010784632,-0.0010979535965879028,0.0010979535965879028,1.3412720711869497e-08,1.3944956966938094e-08
features.4.conv.1.0,features.4,141,0.17054892370443422,0.17006581689231492,-0.0004831068121192994,0.0004831068121192994,1.2269815385934637e-07,1.746717757100669e-07
features.4.conv.1.0,features.4,142,0.17054892370443422,0.16625718973352124,-0.004291733970912981,0.004291733970912981,2.718738016938005e-07,2.1215415735298398e-07
features.4.conv.1.0,features.4,143,0.17054892370443422,0.1716137960929343,0.0010648723885000877,0.0010648723885000877,3.252309568324563e-07,3.545415978578603e-07
