layer,block,channel,baseline_eo_all,pruned_eo_all,delta_eo_all,delta_eo_all_abs,phi,perf
features.9.conv.1.0,features.9,0,0.17054892370443422,0.1688512230638986,-0.001697700640535621,0.001697700640535621,4.9214438746503226e-08,1.7890654596675052e-08
features.9.conv.1.0,features.9,1,0.17054892370443422,0.17045134243211682,-9.75812723174041e-05,9.75812723174041e-05,1.6067266628283505e-08,2.1557303053754143e-08
features.9.conv.1.0,features.9,2,0.17054892370443422,0.17099226114000451,0.00044333743557029015,0.00044333743557029015,1.4350025168141656e-08,8.341037041614818e-09
features.9.conv.1.0,features.9,3,0.17054892370443422,0.1719302690840665,0.001381345379632276,0.001381345379632276,1.6057857266105202e-08,1.4940780557193282e-08
features.9.conv.1.0,features.9,4,0.17054892370443422,0.1702146406869137,-0.00033428301752053136,0.00033428301752053136,1.8868151485662565e-08,1.659768322781474e-09
features.9.conv.1.0,features.9,5,0.17054892370443422,0.17066706458197523,0.00011814087754100089,0.00011814087754100089,3.156168659756986e-08,4.22057087057226e-08
features.9.conv.1.0,features.9,6,0.17054892370443422,0.17097135573040173,0.0004224320259675063,0.0004224320259675063,9.506645426426985e-08,3.462777264928718e-08
features.9.conv.1.0,features.9,7,0.17054892370443422,0.17032427800621833,-0.0002246456982158973,0.0002246456982158973,1.1741930094899544e-08,1.1659558318832808e-09
features.9.conv.1.0,features.9,8,0.17054892370443422,0.17039636829584012,-0.00015255540859410166,0.00015255540859410166,2.598233095341129e-08,8.820156216504671e-09
features.9.conv.1.0,features.9,9,0.17054892370443422,0.1706618881406093,0.00011296443617508922,0.00011296443617508922,3.8485591602466236e-08,4.936857866955081e-09
features.9.conv.1.0,features.9,10,0.17054892370443422,0.16905116897427633,-0.0014977547301578964,0.0014977547301578964,4.359307226309284e-08,8.069239487706882e-08
features.9.conv.1.0,features.9,11,0.17054892370443422,0.17015316782984427,-0.00039575587458995365,0.00039575587458995365,6.372153471545516e-09,6.108989605846382e-08
features.9.conv.1.0,features.9,12,0.17054892370443422,0.1703536975731,-0.00019522613133421407,0.00019522613133421407,3.96749619824277e-08,5.46912980181613e-09
features.9.conv.1.0,features.9,13,0.17054892370443422,0.1703906876629378,-0.00015823604149642345,0.00015823604149642345,2.050498970618264e-08,2.499674828237985e-09
features.9.conv.1.0,features.9,14,0.17054892370443422,0.17077865023335162,0.00022972652891739553,0.00022972652891739553,2.1451381115866752e-08,1.6424446580565188e-07
features.9.conv.1.0,features.9,15,0.17054892370443422,0.1704258886244774,-0.0001230350799568125,0.0001230350799568125,2.772923579641429e-08,2.3918751007601106e-08
features.9.conv.1.0,features.9,16,0.17054892370443422,0.1701879377088421,-0.00036098599559211686,0.00036098599559211686,2.02646219804592e-08,5.177252418442357e-09
features.9.conv.1.0,features.9,17,0.17054892370443422,0.17039103170467332,-0.0001578919997609063,0.0001578919997609063,2.0437387604488322e-07,2.7294624893592356e-09
features.9.conv.1.0,features.9,18,0.17054892370443422,0.16972557968785607,-0.0008233440165781591,0.0008233440165781591,3.0425869823602625e-08,1.121779144575008e-07
features.9.conv.1.0,features.9,19,0.17054892370443422,0.17054637115244722,-2.552551987000662e-06,2.552551987000662e-06,1.7879248304097928e-08,3.1032420522159043e-09
features.9.conv.1.0,features.9,20,0.17054892370443422,0.17057785340303872,2.8929698604490683e-05,2.8929698604490683e-05,9.620193530679444e-09,1.0517977183654992e-09
features.9.conv.1.0,features.9,21,0.17054892370443422,0.1703688692485484,-0.00018005445588581415,0.00018005445588581415,1.0990984122827284e-08,5.010643580605212e-09
