layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.16.conv.1.0,features.16,0,0.22893262511892457,0.22950136612178745,0.0005687410028628881,0.0005687410028628881,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,4.0763136865962224e-08,6.124183382638647e-10
features.16.conv.1.0,features.16,1,0.22893262511892457,0.22900271927907592,7.009416015135717e-05,7.009416015135717e-05,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,2.993993319932997e-08,2.269867210857868e-10
features.16.conv.1.0,features.16,2,0.22893262511892457,0.22816175132248723,-0.000770873796437338,0.000770873796437338,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,3.110132240635721e-08,6.540215036210384e-09
features.16.conv.1.0,features.16,3,0.22893262511892457,0.2280825826176019,-0.0008500425013226731,0.0008500425013226731,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,7.366297438693438e-08,9.191353234072608e-11
features.16.conv.1.0,features.16,4,0.22893262511892457,0.22507108296590422,-0.003861542153020342,0.003861542153020342,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,2.051102541145156e-07,8.827613307005322e-09
features.16.conv.1.0,features.16,5,0.22893262511892457,0.23049339846695327,0.0015607733480287045,0.0015607733480287045,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,6.855704270947173e-08,1.4634237155419783e-09
features.16.conv.1.0,features.16,6,0.22893262511892457,0.22887719919560437,-5.5425923320195913e-05,5.5425923320195913e-05,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,8.85146000939585e-09,9.713551490930783e-11
features.16.conv.1.0,features.16,7,0.22893262511892457,0.22920359619010885,0.0002709710711842894,0.0002709710711842894,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,1.2556903072891148e-07,4.181420543147851e-09
features.16.conv.1.0,features.16,8,0.22893262511892457,0.22860442660087976,-0.00032819851804480327,0.00032819851804480327,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,2.1825664475727533e-07,2.950297339765484e-09
features.16.conv.1.0,features.16,9,0.22893262511892457,0.24412214331395038,0.015189518195025814,0.015189518195025814,0.827492596248766,0.8266535044422507,-0.000839091806515313,0.000839091806515313,1.205659856395869e-07,1.5418983423387544e-08
features.16.conv.1.0,features.16,10,0.22893262511892457,0.20887727612259366,-0.020055348996330907,0.020055348996330907,0.827492596248766,0.8264067127344521,-0.0010858835143139345,0.0010858835143139345,3.211872297015361e-07,6.030512089694184e-09
features.16.conv.1.0,features.16,11,0.22893262511892457,0.22546887554096462,-0.003463749577959946,0.003463749577959946,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,5.39110828867706e-07,1.1835438185059386e-09
features.16.conv.1.0,features.16,12,0.22893262511892457,0.22744801257003164,-0.0014846125488929274,0.0014846125488929274,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,2.5193997998940176e-08,5.640519606942007e-09
features.16.conv.1.0,features.16,13,0.22893262511892457,0.22934947060538752,0.0004168454864629523,0.0004168454864629523,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.2609585553491345e-07,5.521347379300323e-09
features.16.conv.1.0,features.16,14,0.22893262511892457,0.2297376448183142,0.0008050196993896475,0.0008050196993896475,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,2.914227650308021e-07,5.414187986829687e-10
