layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.6.conv.1.0,features.6,0,0.22893262511892457,0.23220874371599803,0.0032761185970734685,0.0032761185970734685,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,4.883580206893612e-09,6.977047206646604e-08
features.6.conv.1.0,features.6,1,0.22893262511892457,0.22815146643307468,-0.0007811586858498809,0.0007811586858498809,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,1.1585191472818224e-08,1.8226228348794399e-07
features.6.conv.1.0,features.6,2,0.22893262511892457,0.23343153375970502,0.004498908640780452,0.004498908640780452,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,2.4626865879895377e-08,1.0672447814386032e-07
features.6.conv.1.0,features.6,3,0.22893262511892457,0.22740140020656438,-0.001531224912360185,0.001531224912360185,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,2.6922311491262008e-08,3.459736944932956e-06
features.6.conv.1.0,features.6,4,0.22893262511892457,0.22570363952792788,-0.003228985590996686,0.003228985590996686,0.827492596248766,0.827492596248766,0.0,0.0,3.3985397607239065e-08,5.965976157540355e-08
features.6.conv.1.0,features.6,5,0.22893262511892457,0.22947001533187228,0.0005373902129477137,0.0005373902129477137,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,4.7162423300051166e-08,5.892607291002605e-09
features.6.conv.1.0,features.6,6,0.22893262511892457,0.22893262511892457,0.0,0.0,0.827492596248766,0.827492596248766,0.0,0.0,0.0,0.0
features.6.conv.1.0,features.6,7,0.22893262511892457,0.22749441214078642,-0.001438212978138148,0.001438212978138148,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,3.175982499215024e-08,1.2834521889715234e-08
features.6.conv.1.0,features.6,8,0.22893262511892457,0.22858681918994123,-0.0003458059289833393,0.0003458059289833393,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,4.354984817211971e-09,7.000907231713428e-08
features.6.conv.1.0,features.6,9,0.22893262511892457,0.22964669755037284,0.000714072431448276,0.000714072431448276,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,2.8832720655458392e-09,1.782438552311305e-08
features.6.conv.1.0,features.6,10,0.22893262511892457,0.22969778566413745,0.0007651605452128896,0.0007651605452128896,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,8.699766240738427e-09,1.6451806583717143e-09
features.6.conv.1.0,features.6,11,0.22893262511892457,0.22291293758971759,-0.00601968752920698,0.00601968752920698,0.827492596248766,0.826604146100691,-0.0008884501480750373,0.0008884501480750373,2.5082092847128482e-08,1.3242591911932776e-08
features.6.conv.1.0,features.6,12,0.22893262511892457,0.22322999905460694,-0.005702626064317623,0.005702626064317623,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,9.841492243367612e-08,1.9837987963455816e-07
features.6.conv.1.0,features.6,13,0.22893262511892457,0.22924089405988107,0.0003082689409565076,0.0003082689409565076,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,4.659427510489422e-09,1.0277455331220152e-08
features.6.conv.1.0,features.6,14,0.22893262511892457,0.23157363597135655,0.0026410108524319853,0.0026410108524319853,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,9.010951984578242e-09,2.734026338657713e-08
features.6.conv.1.0,features.6,15,0.22893262511892457,0.22933198275357625,0.0003993576346516814,0.0003993576346516814,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,6.330072910287754e-09,1.5612716453006218e-08
features.6.conv.1.0,features.6,16,0.22893262511892457,0.22757377177175792,-0.0013588533471666497,0.0013588533471666497,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,2.455994518868465e-09,3.8973531957253726e-08
features.6.conv.1.0,features.6,17,0.22893262511892457,0.23036633651766963,0.001433711398745069,0.001433711398745069,0.827492596248766,0.8269496544916091,-0.0005429417571569672,0.0005429417571569672,4.299633094007049e-09,5.512841383392698e-08
features.6.conv.1.0,features.6,18,0.22893262511892457,0.2294998697938385,0.0005672446749139248,0.0005672446749139248,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,8.624997605011232e-08,7.620274411479501e-10
features.6.conv.1.0,features.6,19,0.22893262511892457,0.21798941235280667,-0.010943212766117899,0.010943212766117899,0.827492596248766,0.8260118460019743,-0.0014807502467917288,0.0014807502467917288,4.526830910123181e-09,6.673892727349084e-08
features.6.conv.1.0,features.6,20,0.22893262511892457,0.23071827516297416,0.001785650044049597,0.001785650044049597,0.827492596248766,0.8269496544916091,-0.0005429417571569672,0.0005429417571569672,9.755431129576664e-09,5.134743332746439e-07
features.6.conv.1.0,features.6,21,0.22893262511892457,0.2313832024299518,0.002450577311027241,0.002450577311027241,0.827492596248766,0.8265547877591313,-0.0009378084896347616,0.0009378084896347616,2.1271331362981982e-09,5.8158725835255616e-08
features.6.conv.1.0,features.6,22,0.22893262511892457,0.23085671411437428,0.0019240889954497131,0.0019240889954497131,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,2.476804539242039e-09,1.2877974242542224e-08
features.6.conv.1.0,features.6,23,0.22893262511892457,0.2296285694968248,0.0006959443779002428,0.0006959443779002428,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,7.37140082307519e-09,7.528969092618355e-08
features.6.conv.1.0,features.6,24,0.22893262511892457,0.2304103399010103,0.0014777147820857484,0.0014777147820857484,0.827492596248766,0.8269990128331688,-0.000493583415597243,0.000493583415597243,7.653843669963577e-10,2.2355072459845363e-08
features.6.conv.1.0,features.6,25,0.22893262511892457,0.22531859806950014,-0.0036140270494244287,0.0036140270494244287,0.827492596248766,0.8282329713721619,0.0007403751233958644,0.0007403751233958644,3.654712088518863e-08,1.3299001011546352e-07
features.6.conv.1.0,features.6,26,0.22893262511892457,0.22756542850448672,-0.001367196614437849,0.001367196614437849,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,3.445021334869125e-08,2.0020055058189712e-10
features.6.conv.1.0,features.6,27,0.22893262511892457,0.22808396071357628,-0.0008486644053482817,0.0008486644053482817,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,1.2340814592448623e-08,5.780763956408919e-08
features.6.conv.1.0,features.6,28,0.22893262511892457,0.22781599489383625,-0.0011166302250883164,0.0011166302250883164,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,2.7163583382616707e-08,9.712444182241597e-08
features.6.conv.1.0,features.6,29,0.22893262511892457,0.2264219477607125,-0.00251067735821206,0.00251067735821206,0.827492596248766,0.8266535044422507,-0.000839091806515313,0.000839091806515313,8.61631690440845e-08,3.2417861461908615e-07
features.6.conv.1.0,features.6,30,0.22893262511892457,0.22829611079490747,-0.0006365143240170956,0.0006365143240170956,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,8.554972907859337e-08,1.2700690499301002e-09
features.6.conv.1.0,features.6,31,0.22893262511892457,0.22783218265239552,-0.0011004424665290446,0.0011004424665290446,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,3.561492656345422e-09,9.046131310697093e-08
