layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf
features.3.conv.1.0,features.3,0,0.22893262511892457,0.23785040286384784,0.008917777744923278,0.008917777744923278,0.827492596248766,0.8235439289239882,-0.0039486673247778326,0.0039486673247778326,3.4392950709616343e-08,5.0308454291325695e-08
features.3.conv.1.0,features.3,1,0.22893262511892457,0.23012004053338617,0.0011874154144616011,0.0011874154144616011,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,3.118128866219649e-09,6.063274895495852e-07
features.3.conv.1.0,features.3,2,0.22893262511892457,0.22933351800261356,0.0004008928836889969,0.0004008928836889969,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,8.009926943941537e-09,3.3468317894858046e-08
features.3.conv.1.0,features.3,3,0.22893262511892457,0.22854395129930843,-0.000388673819616131,0.000388673819616131,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,8.871576806512849e-10,1.2984133945792564e-07
features.3.conv.1.0,features.3,4,0.22893262511892457,0.2282256115888047,-0.000707013530119871,0.000707013530119871,0.827492596248766,0.8269990128331688,-0.000493583415597243,0.000493583415597243,1.4654017999049527e-09,7.71761321516351e-09
features.3.conv.1.0,features.3,5,0.22893262511892457,0.23053877332949355,0.0016061482105689806,0.0016061482105689806,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,1.153945938803247e-09,1.1044900816159497e-07
features.3.conv.1.0,features.3,6,0.22893262511892457,0.27475280974164307,0.0458201846227185,0.0458201846227185,0.827492596248766,0.8227541954590326,-0.004738400789733421,0.004738400789733421,7.657109080128066e-08,6.515467134704522e-07
features.3.conv.1.0,features.3,7,0.22893262511892457,0.225329161494702,-0.0036034636242225637,0.0036034636242225637,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.6675983260938665e-08,7.971625137770388e-08
features.3.conv.1.0,features.3,8,0.22893262511892457,0.226261549169673,-0.0026710759492515612,0.0026710759492515612,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,2.830899958894406e-09,1.5656593177482137e-07
features.3.conv.1.0,features.3,9,0.22893262511892457,0.22899091884939343,5.829373046886688e-05,5.829373046886688e-05,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,9.210847196072793e-09,1.0751870860303825e-07
features.3.conv.1.0,features.3,10,0.22893262511892457,0.19041153742914646,-0.038521087689778105,0.038521087689778105,0.827492596248766,0.8,-0.027492596248765988,0.027492596248765988,1.722801670211993e-07,1.0060149179480504e-05
features.3.conv.1.0,features.3,11,0.22893262511892457,0.25465535126940175,0.025722726150477188,0.025722726150477188,0.827492596248766,0.8240868706811452,-0.0034057255676208653,0.0034057255676208653,1.4770491496562954e-08,1.002446538223012e-06
features.3.conv.1.0,features.3,12,0.22893262511892457,0.23265153988067058,0.003718914761746017,0.003718914761746017,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,6.963603027543286e-09,1.258172517282219e-07
features.3.conv.1.0,features.3,13,0.22893262511892457,0.22240955768790216,-0.006523067431022406,0.006523067431022406,0.827492596248766,0.8244817374136229,-0.003010858835143182,0.003010858835143182,2.8585834144223557e-08,5.16299849095958e-07
features.3.conv.1.0,features.3,14,0.22893262511892457,0.22865061205176918,-0.00028201306715539,0.00028201306715539,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,3.87955445546595e-08,9.238045883819268e-09
features.3.conv.1.0,features.3,15,0.22893262511892457,0.22991833249453042,0.0009857073756058543,0.0009857073756058543,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.9739674783636477e-08,6.2136029654880084e-09
features.3.conv.1.0,features.3,16,0.22893262511892457,0.22744554897812802,-0.001487076140796545,0.001487076140796545,0.827492596248766,0.8283316880552813,0.000839091806515313,0.000839091806515313,3.627474987055734e-09,1.4792580493860896e-08
features.3.conv.1.0,features.3,17,0.22893262511892457,0.22925937417403627,0.00032674905511170804,0.00032674905511170804,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,2.0231074593368703e-09,1.39227537943043e-07
features.3.conv.1.0,features.3,18,0.22893262511892457,0.23431020728632282,0.005377582167398254,0.005377582167398254,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,1.3928030284660052e-08,1.2772212585332454e-06
features.3.conv.1.0,features.3,19,0.22893262511892457,0.22915847353781574,0.00022584841889117246,0.00022584841889117246,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,2.409201060871169e-09,6.825663945164706e-08
features.3.conv.1.0,features.3,20,0.22893262511892457,0.22675706987466027,-0.002175555244264299,0.002175555244264299,0.827492596248766,0.828035538005923,0.0005429417571569672,0.0005429417571569672,1.5299772115895394e-08,2.5676794734863506e-07
features.3.conv.1.0,features.3,21,0.22893262511892457,0.224523362325681,-0.004409262793243579,0.004409262793243579,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,7.252644707023137e-09,2.7682017389452085e-07
features.3.conv.1.0,features.3,22,0.22893262511892457,0.22964719499920305,0.0007145698802784872,0.0007145698802784872,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,3.207318410858306e-09,3.4982758023716094e-08
features.3.conv.1.0,features.3,23,0.22893262511892457,0.220397364519665,-0.008535260599259575,0.008535260599259575,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,9.432372216622298e-09,1.220798253598332e-07
features.3.conv.1.0,features.3,24,0.22893262511892457,0.23015157731301444,0.0012189521940898784,0.0012189521940898784,0.827492596248766,0.8254195459032576,-0.0020730503455084204,0.0020730503455084204,1.2652564329584948e-08,1.6617800469020951e-09
features.3.conv.1.0,features.3,25,0.22893262511892457,0.22073541757739806,-0.008197207541526502,0.008197207541526502,0.827492596248766,0.8241362290227049,-0.003356367226061141,0.003356367226061141,2.7699240234824174e-08,7.769896910758689e-06
features.3.conv.1.0,features.3,26,0.22893262511892457,0.22739777263855168,-0.0015348524803728836,0.0015348524803728836,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,1.417647776946751e-09,3.9765339465702716e-08
